PM0-10169	yihXp		4073571	(TU0-14070)
PM0-10170	tpiAp2	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor)	4109592	(TU0-14668)
PM0-10172	menAp1		4118421	(TU0-14669)
PM0-10174	yjbBp		4225625	(TU0-14107)
PM0-10175	dgkAp		4254631	(TU0-14115)
PM0-10176	qorp		4262327	(TU0-14227)
PM0-10177	dnaBp		4262306	(TU0-14119)
PM0-10178	alrp1		4263612	(TU0-14120)
PM0-10179	alrp2		4263675	(TU0-14670)
PM0-10180	yjbQp		4268237	(TU0-14122)
PM0-10181	yjdCp		4361353	(TU0-14671)
PM0-10182	groLp1		4368806	(TU0-14672)
PM0-10183	groLp2		4368896	(TU0-14673)
PM0-10184	groLp3		4368999	(TU0-14674)
PM0-10185	yjeIp		4370784	(TU0-14141)
PM0-10186	epmAp		4380641	(TU0-14146)
PM0-10188	rpsFp	(RNA polymerase, sigma 70 (sigma D) factor)	4423048	(TU00346)
PM0-10189	ytfBp		4426842	(TU0-8663)
PM0-10190	cycAp		4427803	(TU0-14159)
PM0-10191	ppap		4447709	(TU0-8492)
PM0-10192	pmbAp		4455968	(TU0-14167)
PM0-10193	ridAp		4468969	(TU0-14169)
PM0-10194	rraBp2		4476468	(TU0-8617)
PM0-10195	holDp		4605804	(TU0-14216)
PM0-10196	ydhYp	(RNA polymerase, sigma S (sigma 38) factor)	1752666	(TU0-14675)
PM0-10201	artPp1	(RNA polymerase, sigma S (sigma 38) factor)	903038	(TU0-14676)
PM0-10202	artPp2	(RNA polymerase, sigma S (sigma 38) factor)	903059	(TU0-14677)
PM0-10203	artPp3	(RNA polymerase, sigma S (sigma 38) factor)	903066	(TU0-14678)
PM0-10204	ybgAp2	(RNA polymerase, sigma S (sigma 38) factor)	738143	(TU0-14679)
PM0-10205	gptp	(RNA polymerase, sigma 70 (sigma D) factor)	255914	(TU0-14680)
PM0-10206	frsAp	(RNA polymerase, sigma 70 (sigma D) factor)	256502	(TU0-12857)
PM0-10207	dksAp2	(RNA polymerase, sigma 70 (sigma D) factor)	160657	(TU0-14681)
PM0-10209	panBp	(RNA polymerase, sigma 70 (sigma D) factor)	149630	(TU00313)
PM0-10214	ecnBp	(RNA polymerase, sigma S (sigma 38) factor)	4374532	(TU0-14682)
PM0-10215	creDp		4636183	(TU0-14683)
PM0-10219	tolCp4	(RNA polymerase, sigma S (sigma 38) factor)	3176096	(TU0-13838)
PM0-10220	nemRp	(RNA polymerase, sigma 70 (sigma D) factor)	1724045	(TU0-14687)
PM0-10221	ybaOp	(RNA polymerase, sigma 70 (sigma D) factor)	467576	(TU0-12936)
PM0-10222	ompXp1	(RNA polymerase, sigma 70 (sigma D) factor)	849432	(TU0-14688)
PM0-10223	cyaRp	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor RNA polymerase, sigma 24 (sigma E) factor)	2165138	(TU0-13506)
PM0-10224	coaAp		4173130	(TU0-14228)
PM0-10228	ssrSp1	(RNA polymerase, sigma 70 (sigma D) factor)	3053996	(TU0-36424 TU0-13794)
PM0-10229	ssrSp2	(RNA polymerase, sigma 70 (sigma D) factor RNA polymerase, sigma S (sigma 38) factor)	3053781	(TU0-36423 TU0-14689)
PM0-10230	nadEp	(RNA polymerase, sigma 70 (sigma D) factor)	1820326	(TU0-13386)
PM0-10233	lsrRp	(RNA polymerase, sigma 70 (sigma D) factor)	1599281	(TU0-13299)
PM0-10238	pstBp	(RNA polymerase, sigma 70 (sigma D) factor)	3906470	(TU0-14694)
PM0-10241	yicCp		3814668	(TU0-14001)
PM0-10242	dinDp		3815722	(TU0-14002)
PM0-10243	yebGp	(RNA polymerase, sigma 70 (sigma D) factor)	1928789	(TU0-13438)
PM0-10244	dinIp	(RNA polymerase, sigma 70 (sigma D) factor)	1120732	(TU0-13128)
PM0-10246	hokEp	(RNA polymerase, sigma 24 (sigma E) factor)	606954	(TU0-8266)
PM0-10247	ybfEp	(RNA polymerase, sigma 32 (sigma H) factor)	711162	(TU0-8265)
PM0-10248	chop	(RNA polymerase, sigma 70 (sigma D) factor)	1821516	(TU0-8267)
PM0-10249	ydiVp	(RNA polymerase, sigma 24 (sigma E) factor)	1790111	(TU0-13377)
PM0-10251	mdtEp1		3657107	(TU0-13964)
PM0-10252	mdtEp2		3657163	(TU0-14697)
PM0-10253	mdtEp3		3657168	(TU0-14698)
PM0-10254	cmrp2		882792	(TU0-14699)
PM0-10256	tolCp1		3176026	(TU0-14701)
PM0-10257	tolCp2		3176034	(TU0-14702)
PM0-10259	tolCp3		3176084	(TU0-14704)
PM0-10266	murRp	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor)	2543815	(TU0-13624)
PM0-10275	murQp1	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor)	2543755	(TU0-14714)
PM0-10276	murQp2	(RNA polymerase, sigma 70 (sigma D) factor)	2543763	(TU0-14715)
PM0-10277	sibAp	(RNA polymerase, sigma 70 (sigma D) factor)	2151335	(TU0-13502)
PM0-10278	sibDp	(RNA polymerase, sigma 70 (sigma D) factor)	3192887	(TU0-13845)
PM0-10279	sibEp	(RNA polymerase, sigma 70 (sigma D) factor)	3193262	(TU0-14716)
PM0-10280	sibCp		3054873	(TU0-14717)
PM0-10281	sibBp	(RNA polymerase, sigma 70 (sigma D) factor)	2151670	(TU0-13503)
PM0-10283	ycdTp	(RNA polymerase, sigma 70 (sigma D) factor)	1092064	(TU0-8682)
PM0-10286	folEp	(RNA polymerase, sigma 70 (sigma D) factor)	2241870	(TU0-13539)
PM0-10287	gadWp1		3662674	(TU0-14718)
PM0-10288	gadWp2		3662804	(TU0-14719)
PM0-10299	yqaEp		2795107	(TU0-13709)
PM0-10300	luxSp2		2812838	(TU0-8849)
PM0-10318	yefMp	(RNA polymerase, sigma 70 (sigma D) factor)	2087757	(TU0-13493)
PM0-10330	uvrBp1	(RNA polymerase, sigma 70 (sigma D) factor)	812716	(TU0-14730)
PM0-10331	yegRp	(RNA polymerase, sigma 70 (sigma D) factor)	2166373	(TU0-7744)
PM0-10338	yojIp	(RNA polymerase, sigma 70 (sigma D) factor)	2306663	(TU0-13560)
PM0-10342	gmkp	(RNA polymerase, sigma 70 (sigma D) factor)	3819411	(TU0-14004)
PM0-10343	rpoZp	(RNA polymerase, sigma 70 (sigma D) factor)	3820100	(TU00344)
PM0-10344	yifLp	(RNA polymerase, sigma 70 (sigma D) factor)	3992515	(TU0-14042)
PM0-10348	gadEp2	(RNA polymerase, sigma 70 (sigma D) factor)	3656065	(TU0-14735)
PM0-10349	gadEp3	(RNA polymerase, sigma 70 (sigma D) factor)	3655823	(TU0-14736)
PM0-10350	dinJp	(RNA polymerase, sigma 70 (sigma D) factor)	246615	(TU0-12849)
PM0-10351	puuAp	(RNA polymerase, sigma S (sigma 38) factor)	1359068	(TU0-13209)
PM0-10352	fadRp	(RNA polymerase, sigma 70 (sigma D) factor)	1234128	(TU0-14737)
PM0-10354	yjeVp	(RNA polymerase, sigma 70 (sigma D) factor)	4390759	(TU0-14738)
PM0-10356	queGp		4392115	(TU0-8611)
PM0-10357	ogtp		1398308	(TU0-14739)
PM0-10360	pldAp	(RNA polymerase, sigma 70 (sigma D) factor)	4002837	(TU0-14046)
PM0-10361	pepAp1	(RNA polymerase, sigma 70 (sigma D) factor)	4484162	(TU0-14175)
PM0-10362	pepAp2	(RNA polymerase, sigma 70 (sigma D) factor)	4484135	(TU0-14740)
PM0-10363	pepAp3	(RNA polymerase, sigma 70 (sigma D) factor)	4484124	(TU0-14741)
PM0-10364	ppdDp	(RNA polymerase, sigma 70 (sigma D) factor)	117705	(TU0-12811)
PM0-10365	hofMp	(RNA polymerase, sigma S (sigma 38) factor)	3520950	(TU0-13927)
PM0-10366	gadEp4	(RNA polymerase, sigma 70 (sigma D) factor)	3656085	(TU0-14742)
PM0-10367	ydeJp	(RNA polymerase, sigma 70 (sigma D) factor)	1622712	(TU0-8706)
PM0-10368	ybdNp	(RNA polymerase, sigma 70 (sigma D) factor)	635909	(TU0-12993)
PM0-10370	rfaYp	(RNA polymerase, sigma 70 (sigma D) factor)	3799159	(TU0-14744)
PM0-10371	mdhp2		3382492	(TU0-14745)
PM0-10372	uxaCp1		3242865	(TU0-14746)
PM0-10375	exutP1		3243065	(TU0-14749)
PM0-10377	citCp2		651262	(TU0-14750)
PM0-10380	dpiBp		651207	(TU0-13000)
PM0-10381	dpiBp2		651395	(TU0-14751)
PM0-10382	ybfMp		707459	(TU0-13021)
PM0-10383	yddGp	(RNA polymerase, sigma S (sigma 38) factor)	1545229	(TU0-13284)
PM0-10387	dinBp	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor)	250880	(TU0-12853)
PM0-10389	hicAp	(RNA polymerase, sigma 70 (sigma D) factor)	1507245	(TU0-13266)
PM0-10401	rndp	(RNA polymerase, sigma 70 (sigma D) factor)	1886085	(TU0-14354)
PM0-10404	tsaEp			(TU0-14759)
PM0-10406	dsbGp		638023	(TU0-12995)
PM0-10408	ahpCp2	(RNA polymerase, sigma 70 (sigma D) factor)	637916	(TU0-14761)
PM0-10409	blrp		1702536	(TU0-13351)
PM0-1041	galRp	(RNA polymerase, sigma 70 (sigma D) factor)	2974591	(TU0-881)
PM0-10411	yrbNp	(RNA polymerase, sigma 70 (sigma D) factor)	3306108	(TU0-14763)
PM0-10415	mqsRp	(RNA polymerase, sigma 70 (sigma D) factor)	3166675	(TU0-13832)
PM0-10418	yjjZp	(RNA polymerase, sigma 70 (sigma D) factor)	4603800	(TU0-8630)
PM0-10431	yjcCp	(RNA polymerase, sigma S (sigma 38) factor)	4273441	(TU0-8609)
PM0-10434	ydhOp	(RNA polymerase, sigma 70 (sigma D) factor)	1732381	(TU0-13359)
PM0-10435	bdcAp	(RNA polymerase, sigma 70 (sigma D) factor)	4472087	(TU0-14171)
PM0-10436	tynAp	(RNA polymerase, sigma 70 (sigma D) factor)	1449522	(TU0-13243)
PM0-10437	rfep	(RNA polymerase, sigma 70 (sigma D) factor)	3965823	(TU0-14039)
PM0-10438	yeaEp	(RNA polymerase, sigma 70 (sigma D) factor)	1863748	(TU0-13399)
PM0-10441	mhpTp	(RNA polymerase, sigma 32 (sigma H) factor)	374610	(TU0-12900)
PM0-10442	dkgBp	(RNA polymerase, sigma S (sigma 38) factor)	229098	(TU0-12839)
PM0-10443	ftsBp	(RNA polymerase, sigma S (sigma 38) factor)	2870923	(TU0-14312)
PM0-10444	grxD	(RNA polymerase, sigma 70 (sigma D) factor)	1732186	(TU0-8805)
PM0-10445	pgpCp	(RNA polymerase, sigma 32 (sigma H) factor)	2696660	(TU0-13667)
PM0-10448	iraDp1	(RNA polymerase, sigma 70 (sigma D) factor)	4554599	(TU0-14766)
PM0-10449	azuCp	(RNA polymerase, sigma 70 (sigma D) factor)	1986025	(TU0-14767)
PM0-10451	ykgRp	(RNA polymerase, sigma 70 (sigma D) factor)	312509	(TU0-14769)
PM0-10453	yobFp1	(RNA polymerase, sigma 70 (sigma D) factor)	1905817	(TU0-14771)
PM0-10454	rraBp1	(RNA polymerase, sigma 70 (sigma D) factor)	4476407	(TU0-14772)
PM0-10457	glmYp2	(RNA polymerase, sigma 70 (sigma D) factor)	2689362	(TU0-14775)
PM0-10463	yahEp	(RNA polymerase, sigma 54 (sigma N) factor)	334963	(TU0-14781)
PM0-10464	yaaUp	(RNA polymerase, sigma 54 (sigma N) factor)	45592	(TU0-12799)
PM0-10465	crlp2	(RNA polymerase, sigma 54 (sigma N) factor)	257824	(TU0-14782)
PM0-10466	nikAp2	(RNA polymerase, sigma 54 (sigma N) factor)	3611462	(TU0-14783)
PM0-10467	emrDp	(RNA polymerase, sigma 54 (sigma N) factor)	3851868	(TU0-14013)
PM0-10468	yhjCp	(RNA polymerase, sigma 54 (sigma N) factor)	3670159	(TU0-13966)
PM0-10469	ygfKp	(RNA polymerase, sigma 54 (sigma N) factor)	3014014	(TU0-13781)
PM0-10470	yejHp	(RNA polymerase, sigma 54 (sigma N) factor)	2278644	(TU0-13556)
PM0-10471	htpGp3	(RNA polymerase, sigma 54 (sigma N) factor)	494041	(TU0-14784)
PM0-10472	flhDp2	(RNA polymerase, sigma 54 (sigma N) factor)	1976601	(TU0-14785)
PM0-10473	actPp	(RNA polymerase, sigma 54 (sigma N) factor)	4282958	(TU0-14786)
PM0-10474	rhaDp	(RNA polymerase, sigma 54 (sigma N) factor)	4092408	(TU0-14787)
PM0-10479	mqsRp2	(RNA polymerase, sigma 70 (sigma D) factor)	3166584	(TU0-14791)
PM0-10480	xdhAp2	(RNA polymerase, sigma 54 (sigma N) factor)	2998287	(TU0-14792)
PM0-10482	acrDp2	(RNA polymerase, sigma 54 (sigma N) factor)	2585572	(TU0-14793)
PM0-10488	greAp1	(RNA polymerase, sigma 70 (sigma D) factor)	3326886	(TU0-14794)
PM0-10490	ftnAp	(RNA polymerase, sigma 70 (sigma D) factor)	1986706	(TU0-13449)
PM0-10501	dsrAp	(RNA polymerase, sigma 70 (sigma D) factor)	2023337	(TU0-8788)
PM0-10502	fnrSp	(RNA polymerase, sigma 70 (sigma D) factor)	1407153	(TU0-14795)
PM0-10504	mgrRp	(RNA polymerase, sigma 70 (sigma D) factor)	1620938	(TU0-14797)
PM0-10505	yneMp	(RNA polymerase, sigma 70 (sigma D) factor)	1620612	(TU0-13307)
PM0-10506	eptBp	(RNA polymerase, sigma 70 (sigma D) factor)	3708604	(TU0-13975)
PM0-10509	selAp		3759320	(TU00355)
PM0-10511	ydjAp		1846724	(TU00356)
PM0-10512	selDp2		1846053	(TU0-14798)
PM0-10514	selCp		3834245	(TU0-14007)
PM0-10516	ynjHp2	(RNA polymerase, sigma 28 (sigma F) factor)	1840212	(TU0-14800)
PM0-10518	yjdAp2	(RNA polymerase, sigma 28 (sigma F) factor)	4325087	(TU0-14133)
PM0-10519	yjdAp1	(RNA polymerase, sigma 28 (sigma F) factor)	4325102	(TU0-14801)
PM0-10525	oxySp	(RNA polymerase, sigma 70 (sigma D) factor)	4156417	(TU0-8485)
PM0-10527	ykfBp1	(RNA polymerase, sigma 28 (sigma F) factor)	265382	(TU0-14802)
PM0-10528	ykfBp2	(RNA polymerase, sigma 28 (sigma F) factor)	265451	(TU0-14803)
PM0-10530	hemLp1	(RNA polymerase, sigma 28 (sigma F) factor)	174902	(TU0-14805)
PM0-10531	hemLp2	(RNA polymerase, sigma 28 (sigma F) factor)	174941	(TU0-14806)
PM0-10539	ttdAp	(RNA polymerase, sigma 70 (sigma D) factor)	3204446	(TU00368)
PM0-10540	ttdRp		3204402	(TU0-8757)
PM0-10541	rnlAp2	(RNA polymerase, sigma 70 (sigma D) factor)	2763916	(TU0-14811)
PM0-10542	rnlBp2	(RNA polymerase, sigma 70 (sigma D) factor)	2764882	(TU0-14812)
PM0-10543	ycgZp	(RNA polymerase, sigma 70 (sigma D) factor RNA polymerase, sigma S (sigma 38) factor)	1214975	(TU0-14762)
PM0-10544	casp	(RNA polymerase, sigma 70 (sigma D) factor)	2882341	(TU0-13725)
PM0-10550	pfkAp1	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor)	4105545	(TU0-14813)
PM0-10551	pgkp2		3070670	(TU0-14816 TU0-14814)
PM0-10554	pgkp3	(RNA polymerase, sigma 70 (sigma D) factor)	3070757	(TU0-14818 TU0-14817)
