EG10031	adhE	1294669	1297344	-0	((ADHE-MONOMER, AdhE))	(TU546 TU00198)
EG10032	adk	496399	497043	0	((ADENYL-KIN-MONOMER, adenylate kinase))	(TU0-6481)
EG10033	agp	1064808	1066049	0	((GLUCOSE-1-PHOSPHAT-MONOMER, Agp))	(TU0-7401)
EG10034	alaS	2817403	2820033	-0	((ALAS-MONOMER, alanyl-tRNA synthetase))	(TU0-6441)
EG10035	aldA	1486256	1487695	0	((LACTALDDEHYDROG-MONOMER, AldA))	(TU102)
EG10036	puuC	1360767	1362254	0	((ALDHDEHYDROG-MONOMER, &gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase))	(TU0-13211)
EG10037	alkB	2306713	2307363	-0	((EG10037-MONOMER, AlkB repair system for alkylated DNA and RNA))	(TU00072 TU00073)
EG10039	amn	2053085	2054539	0	((AMP-NUCLEOSID-MONOMER, Amn))	(TU0-6422)
EG10040	ampC	4375834	4376967	-0	((EG10040-MONOMER, &beta;-lactamase; penicillin resistance))	(TU243)
EG10041	ampD	118733	119284	0	((EG10041-MONOMER, N-acetyl-anhydromuramyl-L-alanine-amidase))	(TU0-41440 TU00237)
EG10042	ampE	119281	120135	0	((EG10042-MONOMER, predicted inner membrane protein))	(TU0-41440 TU00237)
EG10043	cysQ	4434778	4435518	0	((EG10043-MONOMER, adenosine-3'(2'),5'-bisphosphate nucleotidase))	(TU0-14162)
EG10044	osmE	1819942	1820280	-0	((EG10044-MONOMER, osmotically inducible protein OsmE))	(TU00398)
EG10045	ansA	1848884	1849900	0	((ANSA-MONOMER, AnsA))	(TU00238)
EG10046	ansB	3097704	3098750	-0	((ANSB-MONOMER, AnsB))	(TU0-6569 TU00075)
EG10047	apaG	51229	51606	-0	((EG10047-MONOMER, hypothetical protein))	(TU0-5202 TU0-5201 TU0-5186 TU00362)
EG10048	apaH	50380	51222	-0	((EG10048-MONOMER, diadenosine tetraphosphatase))	(TU0-41436 TU0-5202 TU0-5201 TU0-5186 TU00362)
EG10049	appA	1039840	1041138	0	((APPA-MONOMER, AppA))	(TU00461 TU00097)
EG10050	appY	582904	583653	0	((PD00967, AppY DNA-binding transcriptional activator))	(TU0-42454 TU0-8479)
EG10051	apt	490636	491187	0	((ADENPRIBOSYLTRAN-MONOMER, adenine phosphoribosyltransferase))	(TU0-12947)
EG10052	araA	66835	68337	-0	((ARABISOM-MONOMER, L-arabinose isomerase monomer))	(TU00214)
EG10053	araB	68348	70048	-0	((RIBULOKIN-MONOMER, L-ribulokinase monomer))	(TU00214)
EG10054	araC	70387	71265	0	((PD00242, AraC))	(TU00003)
EG10055	araD	65855	66550	-0	((RIBULPEPIM-MONOMER, L-ribulose 5-phosphate 4-epimerase monomer))	(TU00214)
EG10056	araE	2978786	2980204	-0	((ARAE-MONOMER, arabinose:H<sup>+</sup> symporter))	(TU00076)
EG10057	araF	1983163	1984152	-0	((ARAF-MONOMER, arabinose ABC transporter - periplasmic binding protein))	(TU0-42451 TU00098)
EG10058	araG	1981579	1983093	-0	((ARAG-MONOMER, arabinose ABC transporter -  ATP binding subunit))	(TU0-42451 TU00098)
EG10059	araH	1980578	1981567	-0	((ARAH-MONOMER, arabinose ABC transporter - membrane subunit))	(TU0-42451 TU0-41898 TU00098)
EG10060	araJ	410521	411705	-0	((ARAJ-MONOMER, putative arabinose efflux transporter))	(TU00099)
EG10061	arcA	4637613	4638329	-0	((PHOSPHO-ARCA, ArcA-Phosphorylated DNA-binding transcriptional dual regulator) (ARCA-MONOMER, ArcA transcriptional dual regulator))	(TU354 TU352 TU348 TU347 TU346 TU345 TU344)
EG10062	arcB	3348711	3351047	-0	((PHOSPHO-ARCB-HIS, ArcB sensory histidine kinase - his292 phosphorylated) (PHOSPHO-ARCB-ASP, ArcB sensory histidine kinase - asp576 phosphorylated) (PHOSPHO-ARCB717, ArcB sensory histidine kinase - his717 phosphorylated) (ARCB-MONOMER, ArcB sensory histidine kinase))	(TU0-5621)
EG10063	argA	2947264	2948595	0	((N-ACETYLTRANSFER-MONOMER, ArgA))	(TU0-8472)
EG10064	argB	4154039	4154812	0	((ACETYLGLUTKIN-MONOMER, acetylglutamate kinase monomer))	(TU00004)
EG10065	argC	4153024	4154028	0	((N-ACETYLGLUTPREDUCT-MONOMER, N-acetylglutamylphosphate reductase))	(TU00004)
EG10066	argD	3486982	3488202	-0	((ACETYLORNTRANSAM-MONOMER, ArgD))	(TU00111)
EG10067	argF	288525	289529	-0	((CHAINF-MONOMER, ArgF))	(TU00005)
EG10068	argG	3316659	3318002	0	((ARGSUCCINSYN-MONOMER, ArgG))	(TU0-5501)
EG10069	argI	4475330	4476334	-0	((CHAINI-MONOMER, ArgI))	(TU00006)
EG10070	argR	3382725	3383195	0	((PD00194, ArgR))	(TU0-3501 TU00007)
EG10071	argS	1958086	1959819	0	((ARGS-MONOMER, arginyl-tRNA synthetase))	(TU0-13444)
EG10072	argT	2425031	2425813	-0	((ARGT-MONOMER, lysine / arginine / ornithine ABC transporter - periplasmic binding protein))	(TU0-3581)
EG10073	aroA	958035	959318	0	((AROA-MONOMER, 3-phosphoshikimate-1-carboxyvinyltransferase))	(TU00357)
EG10074	aroB	3515420	3516508	-0	((AROB-MONOMER, 3-dehydroquinate synthase))	(TU873 TU872)
EG10075	aroC	2444410	2445495	-0	((AROC-MONOMER, AroC))	(TU0-13593)
EG10076	aroD	1772710	1773468	0	((AROD-MONOMER, AroD))	(TU0-13373)
EG10077	aroE	3428042	3428860	-0	((AROE-MONOMER, shikimate dehydrogenase))	(TU0-7281)
EG10078	aroF	2738102	2739172	-0	((AROF-MONOMER, AroF))	(TU00008)
EG10079	aroG	784856	785908	0	((AROG-MONOMER, AroG))	(TU00009)
EG10080	aroH	1786459	1787505	0	((AROH-MONOMER, AroH))	(TU0-14254 TU00010)
EG10081	aroK	3516565	3517086	-0	((AROK-MONOMER, shikimate kinase I))	(TU873 TU872)
EG10082	aroL	405629	406153	0	((AROL-MONOMER, shikimate kinase II))	(TU00011)
EG10083	aroM	406652	407329	0	((EG10083-MONOMER, conserved protein))	(TU0-14546 TU00011)
EG10084	aroP	120178	121551	-0	((AROP-MONOMER, aromatic amino acid:H<sup>+</sup> symporter AroP))	(TU641 TU00012)
EG10085	ascB	2839012	2840436	0	((EG10085-MONOMER, 6-phospho-&beta;-glucosidase; cryptic))	(TU00241)
EG10086	ascF	2837546	2839003	0	((ASCF-MONOMER, AscF))	(TU00241)
EG10087	ascG	2836276	2837286	-0	((EG10087-MONOMER, AscG DNA-binding transcriptional repressor))	(TU00242)
EG10088	asd	3571798	3572901	-0	((ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER, Asd))	(TU0-13935)
EG10089	aslA	3982375	3984030	-0	((ARYLSULFAT-MONOMER, arylsulfatase))	(TU0-8769)
EG10090	aslB	3980981	3982216	0	((EG10090-MONOMER, predicted anaerobic sulfatase maturation enzyme))	(TU0-8863)
EG10091	asnA	3925178	3926170	0	((ASNSYNA-MONOMER, AsnA))	(TU00112)
EG10092	asnB	696736	698400	-0	((ASNSYNB-MONOMER, AsnB))	(TU0-4929)
EG10093	asnC	3924568	3925026	-0	((PD00250, AsnC))	(TU0-14263 TU0-14262 TU00113)
EG10094	asnS	986808	988208	-0	((ASNS-MONOMER, asparaginyl-tRNA synthetase))	(TU0-13093)
EG10095	aspA	4364914	4366350	-0	((ASPARTASE-MONOMER, AspA))	(TU0-6021 TU00160)
EG10096	aspC	983742	984932	-0	((ASPAMINOTRANS-MONOMER, AspC))	(TU0-6482)
EG10097	aspS	1946774	1948546	-0	((ASPS-MONOMER, aspartyl-tRNA synthetase))	(TU0-14634 TU0-8084)
EG10098	atpA	3916339	3917880	-0	((ATPA-MONOMER, ATP synthase F<sub>1</sub> complex - alpha subunit))	(TU0-6636 TU0-6635 TU00243)
EG10099	atpB	3919259	3920074	-0	((ATPB-MONOMER, ATP synthase F<sub>0</sub> complex - a subunit))	(TU0-6636 TU0-6635 TU00243)
EG10100	atpC	3913576	3913995	-0	((ATPC-MONOMER, ATP synthase F1 complex - epsilon subunit))	(TU0-42328 TU0-6636 TU0-6635 TU00243)
EG10101	atpD	3914016	3915398	-0	((ATPD-MONOMER, ATP synthase F<sub>1</sub> complex - beta subunit))	(TU0-6636 TU0-6635 TU00243)
EG10102	atpE	3918973	3919212	-0	((ATPE-MONOMER, AtpE))	(TU0-6636 TU0-6635 TU00243)
EG10103	atpF	3918441	3918911	-0	((ATPF-MONOMER, ATP synthase F<sub>0</sub> complex - b subunit))	(TU0-6636 TU0-6635 TU00243)
EG10104	atpG	3915425	3916288	-0	((ATPG-MONOMER, ATP synthase F<sub>1</sub> complex - gamma subunit))	(TU0-6636 TU0-6635 TU00243)
EG10105	atpH	3917893	3918426	-0	((ATPH-MONOMER, ATP synthase F<sub>1</sub> complex - delta subunit))	(TU0-6636 TU0-6635 TU00243)
EG10106	atpI	3920083	3920463	-0	((EG10106-MONOMER, AtpI))	(TU00243)
EG10107	avtA	3737728	3738981	0	((VALINE-PYRUVATE-AMINOTRANSFER-MONOMER, valine-pyruvate aminotransferase))	(TU0-13984)
EG10108	bcp	2598500	2598970	0	((EG10108-MONOMER, thiol peroxidase))	(TU0-6483)
EG10109	betA	324801	326471	-0	((CHD-MONOMER, choline dehydrogenase))	(TU0-41498 TU0-41497 TU00115)
EG10110	betB	326485	327957	-0	((BADH-MONOMER, BetB))	(TU00115)
EG10111	betI	327971	328558	-0	((PD00251, BetI DNA-binding transcriptional repressor))	(TU00115)
EG10112	betT	328687	330720	0	((BETT-MONOMER, choline:H<sup>+</sup> symporter))	(TU00116)
EG10113	bfr	3464271	3464747	-0	((EG10113-MONOMER, bacterioferritin monomer))	(TU0-42225 TU0-13914)
EG10114	bglB	3900312	3901724	-0	((EG10114-MONOMER, 6-phospho-&beta;-glucosidase B; cryptic))	(TU0-4802)
EG10115	bglF	3901743	3903620	-0	((BGLF-MONOMER, BglF))	(TU0-4802)
EG10116	bglG	3903754	3904590	-0	((EG10116-MONOMER, BglG transcriptional antiterminator (monomer)))	(TU0-42515 TU0-4802)
EG10117	bioA	807191	808480	-0	((DAPASYN-MONOMER, adenosylmethionine-8-amino-7-oxononanoate aminotransferase monomer))	(TU00013)
EG10118	bioB	808567	809607	0	((BIOTIN-SYN-MONOMER, biotin synthase monomer))	(TU00117)
EG10119	bioC	810745	811500	0	((EG10119-MONOMER, malonyl-[acp] methyltransferase))	(TU00117)
EG10120	bioD	811493	812170	0	((DETHIOBIOTIN-SYN-MONOMER, dethiobiotin synthetase monomer))	(TU00117)
EG10121	bioF	809604	810758	0	((7KAPSYN-MONOMER, 8-amino-7-oxononanoate synthase monomer))	(TU00117)
EG10122	bioH	3542096	3542866	-0	((EG10122-MONOMER, pimeloyl-[acp] methyl ester esterase))	(TU0-8772)
EG10123	birA	4171105	4172070	0	((BIOTINLIG-MONOMER, bifunctional biotin-[acetyl-CoA-carboxylase] ligase and transcriptional repressor))	(TU0-14099)
EG10124	bisC	3712084	3714417	-0	((EG10124-MONOMER, biotin sulfoxide reductase))	(TU0-42288 TU0-42287 TU0-42286 TU0-8773)
EG10125	bolA	453696	454013	0	((EG10125-MONOMER, BolA DNA-binding transcriptional dual regulator))	(TU0-14251 TU00386)
EG10126	btuB	4161662	4163506	0	((EG10126-MONOMER, vitamin B12 / E colicin / bacteriophage BF23 outer membrane porin BtuB))	(TU0-6281)
EG10127	btuC	1792196	1793176	-0	((BTUC-MONOMER, vitamin B<sub>12</sub> ABC transporter - membrane subunit))	(TU00246)
EG10128	btuD	1790833	1791582	-0	((BTUD-MONOMER, vitamin B<sub>12</sub> ABC transporter - ATP binding subunit))	(TU00246)
EG10129	btuE	1791582	1792133	-0	((BTUE-MONOMER, thioredoxin/glutathione peroxidase))	(TU00246)
EG10130	btuR	1325791	1326381	-0	((COBALADENOSYLTRANS-MONOMER, cobinamide adenosyltransferase / cobalamin adenosyltransferase))	(TU0-13196)
EG10131	cadA	4354493	4356640	-0	((LYSDECARBOX-MONOMER, CadA))	(TU0-14513 TU00467)
EG10132	cadB	4356720	4358054	-0	((CADB-MONOMER, cadaverine:H<sup>+</sup> symporter / lysine:cadaverine antiporter))	(TU00467)
EG10133	cadC	4358419	4359957	-0	((PD00436, CadC DNA-binding transcriptional activator))	(TU00118)
EG10134	carA	29651	30799	0	((CARBPSYN-SMALL, CarA))	(TU00110 TU00109)
EG10135	carB	30817	34038	0	((CARBPSYN-LARGE, CarB))	(TU0-6884 TU00110 TU00109)
EG10136	cca	3199913	3201151	0	((EG10136-MONOMER, fused tRNA nucleotidyltransferase / 2',3'-cyclic phosphodiesterase / 2' nucleotidase and phosphatase))	(TU-8393)
EG10137	cdd	2229866	2230750	0	((CYTIDEAM-MONOMER, Cdd))	(TU841)
EG10138	cdh	4107953	4108708	0	((CDPDIGLYPYPHOSPHA-MONOMER, CDP-diglyceride hydrolase / CDP-diacylglycerol pyrophosphatase))	(TU0-6485)
EG10139	cdsA	195677	196534	0	((CDPDIGLYSYN-MONOMER, CDP-diglyceride synthetase))	(TU0-41459 TU0-14340)
EG10140	chbB	1819323	1819643	-0	((CELA-MONOMER, chitobiose / cellobiose PTS permease - ChbB subunit))	(TU00248)
EG10141	chbC	1817880	1819238	-0	((CELB-MONOMER, chitobiose / cellobiose PTS permease - ChbC subunit))	(TU00248)
EG10142	chbA	1817479	1817829	-0	((CELC-MONOMER, chitobiose / cellobiose PTS permease - ChbA subunit))	(TU00248)
EG10143	chbR	1816629	1817471	-0	((EG10143-MONOMER, ChbR DNA-binding transcriptional dual regulator))	(TU00248)
EG10144	chbF	1815172	1816524	-0	((EG10144-MONOMER, monoacetylchitobiose-6-phosphate hydrolase))	(TU00248)
EG10145	creD	4636201	4637553	0	((EG10145-MONOMER, predicted inner membrane protein))	(TU0-14683 TU00253)
EG10146	cheA	1971384	1973348	-0	((MONOMER0-4206, CheA(L) sensory histidine kinase - phosphorylated) (CHEA-SMALL, CheA(S)) (PROTEIN-CHEA, CheA))	(TU00303)
EG10147	cheB	1965476	1966525	-0	((PHOSPHO-CHEB, CheB-P<SUP>asp</SUP>) (CHEB-MONOMER, CheB))	(TU0-1547)
EG10148	cheR	1966528	1967388	-0	((CHER-MONOMER, chemotaxis protein methyltransferase))	(TU0-1547)
EG10149	cheW	1970860	1971363	-0	((CHEW-MONOMER, CheW))	(TU0-41891 TU00303)
EG10150	cheY	1965072	1965461	-0	((MONOMER0-4170, CheY-acetylated) (PHOSPHO-CHEY, CheY-P<SUP>asp</SUP>) (CHEY-MONOMER, chemotaxis regulator transmitting signal to flagellar motor component))	(TU0-1547)
EG10151	cheZ	1964417	1965061	-0	((CHEZ-MONOMER, CheZ))	(TU0-1547)
EG10152	modC	795777	796835	0	((MODC-MONOMER, molybdate ABC transporter - ATP binding subunit))	(TU0-14276 TU00301)
EG10153	moeA	864352	865587	-0	((EG10153-MONOMER, molybdenum::molybdopterin ligase))	(TU00302)
EG10154	moeB	863603	864352	-0	((EG10154-MONOMER, molybdopterin-synthase adenylyltransferase))	(TU00302)
EG10155	cirA	2242800	2244791	-0	((EG10155-MONOMER, outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine))	(TU00015 TU00014)
EG10156	clpA	922487	924763	0	((EG10156-MONOMER, ClpA))	(TU00447 TU00446 TU00445)
EG10157	clpB	2729622	2732195	-0	((EG10157-MONOMER, ClpB chaperone))	(TU00421)
EG10158	clpP	455901	456524	0	((EG10158-MONOMER, ClpP))	(TU0-14490 TU00419 TU00251)
EG10159	clpX	456650	457924	0	((EG10159-MONOMER, ClpX))	(TU0-14490 TU0-14455 TU00419 TU00251)
EG10160	cpdB	4432645	4434588	-0	((CPDB-MONOMER, 2',3'-cyclic AMP 3'-nucleohydrolase [multifunctional]))	(TU00120)
EG10161	cpsB	2121108	2122544	-0	((MANNPGUANYLTRANGDP-MONOMER, mannose-1-phosphate guanylyltransferase))	(TU0-13499)
EG10162	cpsG	2119633	2121003	-0	((PHOSMANMUT-MONOMER, phosphomannomutase))	(TU0-13499)
EG10163	cpxA	4101625	4102998	-0	((PHOSPHO-CPXA, CpxA sensory histidine kinase - phosphorylated) (CPXA-MONOMER, CpxA sensory histidine kinase))	(TU0-42362 TU0-3)
EG10164	crp	3484142	3484774	0	((PD00257, CRP transcriptional dual regulator))	(TU0-14398 TU0-14396 TU00119)
EG10165	crr	2533856	2534365	0	((CRR-MONOMER, Crr))	(TU0-4786 TU0-4782 TU00483 TU00482 TU00481 TU00480 TU00479)
EG10166	cspA	3718072	3718284	0	((PD03695, CspA DNA-binding transcriptional activator))	(TU0-1582 TU0-1581)
EG10167	cstA	629117	631222	0	((EG10167-MONOMER, peptide transporter induced by carbon starvation))	(TU0-6823 TU0-6822 TU0-6821)
EG10168	lnt	688566	690104	-0	((EG10168-MONOMER, apolipoprotein N-acyltransferase))	(TU0-41577 TU0-14471 TU0-13016)
EG10169	cvpA	2428297	2428785	-0	((EG10169-MONOMER, membrane protein required for colicin V production))	(TU00475 TU00444)
EG10170	cyaA	3989176	3991722	0	((ADENYLATECYC-MONOMER, adenylate cyclase))	(TU0-14403 TU0-14402 TU00016)
EG10172	cybB	1488926	1489456	0	((CYTOCHROME-B561-MONOMER, cytochrome b561))	(TU0-41767 TU0-41766 TU0-13253)
EG10173	cydA	770681	772249	0	((CYDA-MONOMER, cytochrome <i>bd</i>-I terminal oxidase subunit I))	(TU0-3163 TU0-3162 TU0-3161 TU358 TU00100)
EG10174	cydB	772265	773404	0	((CYDB-MONOMER, cytochrome <i>bd</i>-I terminal oxidase subunit II))	(TU0-3163 TU0-3162 TU0-3161 TU358 TU00100)
EG10175	cynS	358713	359183	0	((CYANLY-MONOMER, cyanase monomer))	(TU0-14378 TU00142)
EG10176	cynT	358023	358682	0	((CARBODEHYDRAT-MONOMER, carbonic anhydrase monomer))	(TU0-14378 TU00142)
EG10177	cynX	359216	360370	0	((CYNX-MONOMER, cyanate transporter))	(TU00142)
EG10178	cyoA	449887	450834	-0	((CYOA-MONOMER, cytochrome <i>bo</i> terminal oxidase subunit II))	(TU00101)
EG10179	cyoB	447874	449865	-0	((CYOB-MONOMER, cytochrome <i>bo</i> terminal oxidase subunit I))	(TU00101)
EG10180	cyoC	447270	447884	-0	((CYOC-MONOMER, cytochrome <i>bo</i> terminal oxidase subunit III))	(TU00101)
EG10181	cyoD	446941	447270	-0	((CYOD-MONOMER, cytochrome <i>bo</i> terminal oxidase subunit IV))	(TU00101)
EG10182	cyoE	446039	446929	-0	((HEMEOSYN-MONOMER, heme O synthase))	(TU0-41516 TU00101)
EG10183	cysA	2537739	2538836	-0	((CYSA-MONOMER, sulfate / thiosulfate ABC transporter - ATP binding subunit))	(TU00144)
EG10184	cysB	1331879	1332853	0	((PD00232, CysB))	(TU00077)
EG10185	cysC	2871409	2872014	-0	((ADENYLYLSULFKIN-MONOMER, CysC))	(TU0-42071 TU00146)
EG10186	cysD	2873443	2874351	-0	((CYSD-MONOMER, CysD))	(TU00146)
EG10187	cysE	3779764	3780585	-0	((SERINE-O-ACETTRAN-MONOMER, serine acetyltransferase monomer))	(TU0-6501)
EG10188	cysG	3495850	3497223	0	((SIROHEMESYN-MONOMER, CysG))	(TU0-0 TU0-6 TU00046)
EG10189	cysH	2885600	2886334	-0	((PAPSSULFOTRANS-MONOMER, CysH))	(TU0-14511 TU00078)
EG10190	cysI	2886409	2888121	-0	((BETACOMP-MONOMER, sulfite reductase, hemoprotein subunit))	(TU00078)
EG10191	cysJ	2888121	2889920	-0	((ALPHACOMP-MONOMER, sulfite reductase, flavoprotein subunit))	(TU00078)
EG10192	cysK	2530431	2531402	0	((ACSERLYA-MONOMER, CysK))	(TU0-14642 TU00079)
EG10193	cysM	2536694	2537605	-0	((ACSERLYB-MONOMER, CysM))	(TU00144)
EG10194	cysN	2872014	2873441	-0	((CYSN-MONOMER, CysN))	(TU00146)
EG10195	cysP	2540534	2541550	-0	((CYSP-MONOMER, sulfate / thiosulfate ABC transporter - periplasmic binding protein CysP))	(TU00144)
EG10196	cysS	553834	555219	0	((CYSS-MONOMER, cysteinyl-tRNA synthetase))	(TU0-8477)
EG10197	cysU	2539701	2540534	-0	((CYST-MONOMER, sulfate / thiosulfate ABC transporter - membrane subunit))	(TU00144)
EG10198	cysW	2538826	2539701	-0	((CYSW-MONOMER, sulfate / thiosulfate ABC transporter - membrane subunit))	(TU00144)
EG10200	cytR	4121454	4122479	-0	((PD04028, CytR))	(TU0-5961)
EG10201	dacA	661975	663186	-0	((EG10201-MONOMER, D-alanyl-D-alanine carboxypeptidase, fraction A; penicillin-binding protein 5))	(TU0-41561 TU0-13008)
EG10202	dacB	3326985	3328418	0	((EG10202-MONOMER, D-alanyl-D-alanine endopeptidase))	(TU0-8781)
EG10203	dacC	879950	881152	0	((EG10203-MONOMER, penicillin-binding protein 6))	(TU0-8782)
EG10204	dam	3513099	3513935	-0	((EG10204-MONOMER, DNA adenine methyltransferase))	(TU876 TU875 TU874 TU873 TU872)
EG10205	dapA	2596904	2597782	-0	((DIHYDRODIPICSYN-MONOMER, DapA))	(TU00256)
EG10206	dapB	28374	29195	0	((DIHYDROPICRED-MONOMER, DapB))	(TU0-14399 TU0-6403)
EG10207	dapD	185123	185947	-0	((MONOMER0-2001, tetrahydrodipicolinate succinylase subunit))	(TU0-12827 TU0-6443)
EG10208	dapE	2589629	2590756	0	((MONOMER0-1981, <i>N</i>-succinyl-L-diaminopimelate desuccinylase subunit))	(TU0-14404 TU0-13642)
EG10209	dapF	3992785	3993609	0	((DIAMINOPIMEPIM-MONOMER, diaminopimelate epimerase))	(TU0-14042)
EG10210	dbpA	1407535	1408908	0	((EG10210-MONOMER, ATP-dependent RNA helicase, specific for 23S rRNA))	(TU0-41744 TU0-13224)
EG10211	dcm	2028923	2030341	-0	((EG10211-MONOMER, DNA-cytosine methyltransferase))	(TU00257)
EG10212	dcp	1623359	1625404	-0	((EG10212-MONOMER, dipeptidyl carboxypeptidase II))	(TU0-8783)
EG10213	ddlA	399053	400147	-0	((DALADALALIGA-MONOMER, D-alanine-D-alanine ligase A))	(TU0-8784)
EG10214	ddlB	102233	103153	0	((DALADALALIGB-MONOMER, D-alanine-D-alanine ligase B))	(TU0-14445 TU0-14443 TU0-14439 TU0-941)
EG10215	deaD	3303993	3305882	-0	((EG10215-MONOMER, DeaD, DEAD-box RNA helicase))	(TU0-14763 TU0-13880)
EG10216	dedA	2432104	2432763	-0	((EG10216-MONOMER, conserved inner membrane protein))	(TU0-41996 TU0-5183 TU0-5182)
EG10217	accD	2431034	2431948	-0	((CARBOXYL-TRANSFERASE-BETA-MONOMER, acetyl-CoA carboxyltransferase, &beta; subunit))	(TU00232)
EG10218	dedD	2429044	2429706	-0	((EG10218-MONOMER, cell division protein DedD))	(TU0-41995 TU0-41994 TU0-13591)
EG10219	deoA	4616252	4617574	0	((DEOA-MONOMER, DeoA))	(TU0-14537 TU00018 TU00017)
EG10220	deoB	4617626	4618849	0	((PPENTOMUT-MONOMER, phosphopentomutase))	(TU0-14537 TU0-6646 TU00018 TU00017)
EG10221	deoC	4615346	4616125	0	((DEOXYRIBOSE-P-ALD-MONOMER, deoxyribose-phosphate aldolase))	(TU00018 TU00017)
EG10222	deoD	4618906	4619625	0	((DEOD-MONOMER, purine nucleoside phosphorylase))	(TU0-14537 TU0-6646 TU00018 TU00017)
EG10223	deoR	881199	881957	-0	((PD01196, DeoR DNA-binding transcriptional repressor))	(TU0-13067)
EG10224	dgkA	4254660	4255028	0	((DIACYLGLYKIN-MONOMER, DgkA))	(TU0-36442 TU0-14115)
EG10225	dgt	179237	180754	0	((DGTPTRIPHYDRO-MONOMER, deoxyguanosine triphosphate triphosphohydrolase))	(TU0-14393 TU0-12823)
EG10226	dicA	1645958	1646365	0	((EG10226-MONOMER, DicA DNA-binding transcriptional dual regulator))	(TU0-13328)
EG10227	dicB	1647633	1647821	0	((EG10227-MONOMER, Qin prophage; cell division inhibition protein))	(TU0-13331)
EG10228	dicC	1645644	1645874	-0	((EG10228-MONOMER, Qin prophage; DNA-binding transcriptional regulator for DicB))	(TU0-13327)
EG10229	flk	2435972	2436967	0	((EG10229-MONOMER, predicted flagella assembly protein))	(TU0-5184)
