Object ID	Display Name	Synonyms
G6354_TRANSCRIPTION	ybeT transcription	['ybeT transcription', 'b0647 transcription', 'ECK0640 transcription']
EG10810_TRANSCRIPTION	pyrG transcription	['pyrG transcription', 'b2780 transcription', 'ECK2774 transcription']
M009_TRANSCRIPTION	hcaE transcription	['hcaE transcription', 'yfhU transcription', 'digA transcription', 'phdC1 transcription', 'hcaA transcription', 'hcaA1 transcription', 'b2538 transcription', 'ECK2535 transcription']
EG11181_TRANSCRIPTION	bfd transcription	['bfd transcription', 'yheA transcription', 'b3337 transcription', 'ECK3324 transcription']
EG10161_TRANSCRIPTION	cpsB transcription	['cpsB transcription', 'rfbM transcription', 'manC transcription', 'mni transcription', 'b2049 transcription', 'ECK2043 transcription']
EG12448_TRANSCRIPTION	ybcH transcription	['ybcH transcription', 'b0567 transcription', 'ECK0559 transcription']
EG10223_TRANSCRIPTION	deoR transcription	['deoR transcription', 'nucR transcription', 'b0840 transcription', 'ECK0830 transcription']
EG12275_TRANSCRIPTION	xylG transcription	['xylG transcription', 'b3567 transcription', 'ECK3556 transcription']
EG12412_TRANSCRIPTION	rfbB transcription	['rfbB transcription', 'som transcription', 'rmlB transcription', 'b2041 transcription', 'ECK2035 transcription']
EG10318_TRANSCRIPTION	fldA transcription	['fldA transcription', 'b0684 transcription', 'ECK0672 transcription']
EG11882_TRANSCRIPTION	yiiX transcription	['yiiX transcription', 'b3937 transcription', 'ECK3929 transcription']
EG11700_TRANSCRIPTION	pnuC transcription	['pnuC transcription', 'b0751 transcription', 'ECK0740 transcription']
G6710_TRANSCRIPTION	paaB transcription	['paaB transcription', 'ynbF transcription', 'b1389 transcription', 'ECK1386 transcription']
EG11889_TRANSCRIPTION	dctR transcription	['dctR transcription', 'yhiF transcription', 'b3507 transcription', 'ECK3491 transcription']
EG11978_TRANSCRIPTION	rfbA transcription	['rfbA transcription', 'rmlA transcription', 'som transcription', 'b2039 transcription', 'ECK2033 transcription']
EG11464_TRANSCRIPTION	yigF transcription	['yigF transcription', 'b3817 transcription', 'ECK3811 transcription']
EG10835_TRANSCRIPTION	relA transcription	['relA transcription', 'RC transcription', 'b2784 transcription', 'ECK2778 transcription']
EG10771_TRANSCRIPTION	proV transcription	['proV transcription', 'osrA transcription', 'proU transcription', 'b2677 transcription', 'ECK2671 transcription']
G6390_TRANSCRIPTION	lysY transcription	['lysY transcription', 'lysTg transcription', 'lysTgamma transcription', 'b0747 transcription', 'ECK0736 transcription']
EG10932_TRANSCRIPTION	sdhB transcription	['sdhB transcription', 'dhsB transcription', 'b0724 transcription', 'ECK0713 transcription']
G7861_TRANSCRIPTION	yjfY transcription	['yjfY transcription', 'b4199 transcription', 'ECK4195 transcription']
EG10795_TRANSCRIPTION	purH transcription	['purH transcription', 'b4006 transcription', 'ECK3998 transcription']
G6094_TRANSCRIPTION	ldcC transcription	['ldcC transcription', 'ldc transcription', 'ldcH transcription', 'b0186 transcription', 'ECK0185 transcription']
G7689_TRANSCRIPTION	tldD transcription	['tldD transcription', 'yhdO transcription', 'b3244 transcription', 'ECK3233 transcription']
EG30101_TRANSCRIPTION	thrT transcription	['thrT transcription', 'b3979 transcription', 'ECK3970 transcription']
G7349_TRANSCRIPTION	yfiP transcription	['yfiP transcription', 'b2583 transcription', 'ECK2581 transcription']
EG10220_TRANSCRIPTION	deoB transcription	['deoB transcription', 'tlr transcription', 'drm transcription', 'thyR transcription', 'b4383 transcription', 'ECK4375 transcription']
EG10678_TRANSCRIPTION	oppF transcription	['oppF transcription', 'b1247 transcription', 'ECK1241 transcription']
EG30058_TRANSCRIPTION	metT transcription	['metT transcription', 'metTalpha transcription', 'b0673 transcription', 'ECK0661 transcription']
EG11858_TRANSCRIPTION	fdoG transcription	['fdoG transcription', 'b3894 transcription', 'ECK3887 transcription']
G6994_TRANSCRIPTION	yoaC transcription	['yoaC transcription', 'b1810 transcription', 'ECK1808 transcription']
EG10361_TRANSCRIPTION	gabT transcription	['gabT transcription', 'b2662 transcription', 'ECK2656 transcription']
EG12286_TRANSCRIPTION	sgbU transcription	['sgbU transcription', 'yiaR transcription', 'b3582 transcription', 'ECK3571 transcription']
G7571_TRANSCRIPTION	mqsA transcription	['mqsA transcription', 'ygiT transcription', 'b3021 transcription', 'ECK3012 transcription']
EG30042_TRANSCRIPTION	hisR transcription	['hisR transcription', 'hisT transcription', 'b3797 transcription', 'ECK3790 transcription']
G6668_TRANSCRIPTION	ynaJ transcription	['ynaJ transcription', 'b1332 transcription', 'ECK1328 transcription']
EG11329_TRANSCRIPTION	gabD transcription	['gabD transcription', 'b2661 transcription', 'ECK2655 transcription']
G7341_TRANSCRIPTION	yphE transcription	['yphE transcription', 'b2547 transcription', 'ECK2544 transcription']
EG30024_TRANSCRIPTION	aspU transcription	['aspU transcription', 'b0206 transcription', 'ECK0206 transcription']
EG12656_TRANSCRIPTION	mdaB transcription	['mdaB transcription', 'mda66 transcription', 'b3028 transcription', 'ECK3019 transcription']
G6331_TRANSCRIPTION	ybdN transcription	['ybdN transcription', 'b0602 transcription', 'ECK0596 transcription']
EG12386_TRANSCRIPTION	csiR transcription	['csiR transcription', 'ygaE transcription', 'gabC transcription', 'b2664 transcription', 'ECK2658 transcription']
EG11845_TRANSCRIPTION	yihS transcription	['yihS transcription', 'squS transcription', 'b3880 transcription', 'ECK3873 transcription']
EG11390_TRANSCRIPTION	uspA transcription	['uspA transcription', 'b3495 transcription', 'ECK3480 transcription']
EG30008_TRANSCRIPTION	alaT transcription	['alaT transcription', 'talA transcription', 'b3853 transcription', 'ECK3845 transcription']
EG12421_TRANSCRIPTION	ybiI transcription	['ybiI transcription', 'b0803 transcription', 'ECK0792 transcription']
G7502_TRANSCRIPTION	guaD transcription	['guaD transcription', 'ygfP transcription', 'b2883 transcription', 'ECK2879 transcription']
EG12801_TRANSCRIPTION	mlaF transcription	['mlaF transcription', 'vpsA(S.f.) transcription', 'yrbF transcription', 'b3195 transcription', 'ECK3184 transcription']
EG30114_TRANSCRIPTION	valY transcription	['valY transcription', 'valUgamma transcription', 'b2403 transcription', 'ECK2397 transcription']
EG11801_TRANSCRIPTION	hybC transcription	['hybC transcription', 'b2994 transcription', 'ECK2988 transcription']
EG11807_TRANSCRIPTION	yebF transcription	['yebF transcription', 'b1847 transcription', 'ECK1848 transcription']
G7293_TRANSCRIPTION	maeB transcription	['maeB transcription', 'ypfF transcription', 'b2463 transcription', 'ECK2458 transcription']
EG10350_TRANSCRIPTION	fucK transcription	['fucK transcription', 'b2803 transcription', 'ECK2798 transcription']
G6749_TRANSCRIPTION	hicB transcription	['hicB transcription', 'ydcQ transcription', 'b1438 transcription', 'ECK1432 transcription']
EG30095_TRANSCRIPTION	serV transcription	['serV transcription', 'supD transcription', 'b2695 transcription', 'ECK2690 transcription']
EG11155_TRANSCRIPTION	ygdB transcription	['ygdB transcription', 'b2824 transcription', 'ECK2820 transcription']
G7040_TRANSCRIPTION	yedL transcription	['yedL transcription', 'b1932 transcription', 'ECK1931 transcription']
EG11959_TRANSCRIPTION	alsA transcription	['alsA transcription', 'yjcW transcription', 'b4087 transcription', 'ECK4080 transcription']
EG30055_TRANSCRIPTION	lysT transcription	['lysT transcription', 'supL transcription', 'supG transcription', 'sua transcription', 'lysTalpha transcription', 'Su[beta] transcription', 'b0743 transcription', 'ECK0732 transcription']
EG10469_TRANSCRIPTION	hyaB transcription	['hyaB transcription', 'b0973 transcription', 'ECK0964 transcription']
G7746_TRANSCRIPTION	yhgF transcription	['yhgF transcription', 'b3407 transcription', 'ECK3394 transcription']
EG12164_TRANSCRIPTION	ytjC transcription	['ytjC transcription', 'gpmB transcription', 'b4395 transcription', 'ECK4387 transcription']
G7723_TRANSCRIPTION	frlB transcription	['frlB transcription', 'yhfN transcription', 'b3371 transcription', 'ECK3359 transcription']
G6337_TRANSCRIPTION	rnk transcription	['rnk transcription', 'b0610 transcription', 'ECK0603 transcription']
EG30039_TRANSCRIPTION	glyW transcription	['glyW transcription', 'ins transcription', 'mutC transcription', 'suA58 transcription', 'suA78 transcription', 'b1911 transcription', 'ECK1910 transcription']
G7261_TRANSCRIPTION	yfeS transcription	['yfeS transcription', 'b2420 transcription', 'ECK2415 transcription']
EG11699_TRANSCRIPTION	gpmA transcription	['gpmA transcription', 'gpm transcription', 'b0755 transcription', 'ECK0744 transcription']
EG10558_TRANSCRIPTION	malK transcription	['malK transcription', 'malB transcription', 'b4035 transcription', 'ECK4027 transcription']
EG30021_TRANSCRIPTION	asnU transcription	['asnU transcription', 'b1986 transcription', 'ECK1981 transcription']
EG11228_TRANSCRIPTION	fdnH transcription	['fdnH transcription', 'b1475 transcription', 'ECK1469 transcription']
G6955_TRANSCRIPTION	ynjH transcription	['ynjH transcription', 'b1760 transcription', 'ECK1758 transcription']
EG11685_TRANSCRIPTION	yicI transcription	['yicI transcription', 'b3656 transcription', 'ECK3646 transcription']
G6986_TRANSCRIPTION	dmlA transcription	['dmlA transcription', 'ttuC transcription', 'yeaU transcription', 'b1800 transcription', 'ECK1798 transcription']
EG10949_TRANSCRIPTION	sfsA transcription	['sfsA transcription', 'sfs transcription', 'sfs1 transcription', 'b0146 transcription', 'ECK0145 transcription']
EG30111_TRANSCRIPTION	valV transcription	['valV transcription', 'b1665 transcription', 'ECK1661 transcription']
G6624_TRANSCRIPTION	ymgE transcription	['ymgE transcription', 'tag transcription', 'b1195 transcription', 'ECK1183 transcription']
EG11517_TRANSCRIPTION	glpX transcription	['glpX transcription', 'b3925 transcription', 'ECK3917 transcription']
G6800_TRANSCRIPTION	lsrA transcription	['lsrA transcription', 'ego transcription', 'ydeX transcription', 'b1513 transcription', 'ECK1506 transcription']
EG30092_TRANSCRIPTION	selC transcription	['selC transcription', 'fdhC transcription', 'b3658 transcription', 'ECK3648 transcription']
G7429_TRANSCRIPTION	casB transcription	['casB transcription', 'ygcK transcription', 'cse2 transcription', 'b2759 transcription', 'ECK2754 transcription']
G6194_TRANSCRIPTION	yahO transcription	['yahO transcription', 'b0329 transcription', 'ECK0327 transcription']
EG11447_TRANSCRIPTION	csrA transcription	['csrA transcription', 'zfiA transcription', 'b2696 transcription', 'ECK2691 transcription']
G6653_TRANSCRIPTION	ycjS transcription	['ycjS transcription', 'b1315 transcription', 'ECK1310 transcription']
G7715_TRANSCRIPTION	yheO transcription	['yheO transcription', 'b3346 transcription', 'ECK3333 transcription']
EG30052_TRANSCRIPTION	leuW transcription	['leuW transcription', 'feeB transcription', 'b0672 transcription', 'ECK0660 transcription']
EG12225_TRANSCRIPTION	yhiJ transcription	['yhiJ transcription', 'b3488 transcription', 'ECK3473 transcription']
EG11245_TRANSCRIPTION	yggF transcription	['yggF transcription', 'yggK transcription', 'b2930 transcription', 'ECK2926 transcription']
EG12627_TRANSCRIPTION	dppD transcription	['dppD transcription', 'b3541 transcription', 'ECK3528 transcription']
EG30036_TRANSCRIPTION	glyT transcription	['glyT transcription', 'sumA transcription', 'sup15B transcription', 'supA36 transcription', 'b3978 transcription', 'ECK3969 transcription']
EG11398_TRANSCRIPTION	hdeA transcription	['hdeA transcription', 'yhiB transcription', 'yhhC transcription', 'b3510 transcription', 'ECK3494 transcription']
EG11749_TRANSCRIPTION	yadE transcription	['yadE transcription', 'b0130 transcription', 'ECK0129 transcription']
EG11239_TRANSCRIPTION	ybhA transcription	['ybhA transcription', 'b0766 transcription', 'ECK0755 transcription']
EG12734_TRANSCRIPTION	uxaA transcription	['uxaA transcription', 'ygjW transcription', 'b3091 transcription', 'ECK3082 transcription']
EG11731_TRANSCRIPTION	ravA transcription	['ravA transcription', 'yieN transcription', 'b3746 transcription', 'ECK3740 transcription']
EG30018_TRANSCRIPTION	argY transcription	['argY transcription', 'argVbeta transcription', 'b2693 transcription', 'ECK2688 transcription']
EG11127_TRANSCRIPTION	yciG transcription	['yciG transcription', 'b1259 transcription', 'ECK1253 transcription']
EG10948_TRANSCRIPTION	maeA transcription	['maeA transcription', 'sfcA transcription', 'b1479 transcription', 'ECK1473 transcription']
EG11630_TRANSCRIPTION	potG transcription	['potG transcription', 'b0855 transcription', 'ECK0846 transcription']
G7991_TRANSCRIPTION	cysT transcription	['cysT transcription', 'b1910 transcription', 'ECK1909 transcription']
G7426_TRANSCRIPTION	casE transcription	['casE transcription', 'ygcH transcription', 'cse3 transcription', 'cas6e transcription', 'b2756 transcription', 'ECK2751 transcription']
G7651_TRANSCRIPTION	yhbT transcription	['yhbT transcription', 'b3157 transcription', 'ECK3145 transcription']
EG10759_TRANSCRIPTION	ppsA transcription	['ppsA transcription', 'pps transcription', 'b1702 transcription', 'ECK1700 transcription']
EG11957_TRANSCRIPTION	alsE transcription	['alsE transcription', 'yjcU transcription', 'b4085 transcription', 'ECK4078 transcription']
G7595_TRANSCRIPTION	aer transcription	['aer transcription', 'yqjJ transcription', 'air transcription', 'b3072 transcription', 'ECK3062 transcription']
EG30108_TRANSCRIPTION	tyrV transcription	['tyrV transcription', 'tyrTbeta transcription', 'b1230 transcription', 'ECK1225 transcription']
G7180_TRANSCRIPTION	yfbN transcription	['yfbN transcription', 'b2273 transcription', 'ECK2267 transcription']
EG10703_TRANSCRIPTION	pgk transcription	['pgk transcription', 'b2926 transcription', 'ECK2922 transcription']
EG10452_TRANSCRIPTION	hisP transcription	['hisP transcription', 'b2306 transcription', 'ECK2300 transcription']
EG30066_TRANSCRIPTION	proK transcription	['proK transcription', 'proV transcription', 'b3545 transcription', 'ECK3532 transcription']
EG10571_TRANSCRIPTION	mazE transcription	['mazE transcription', 'chpAI transcription', 'chpR transcription', 'b2783 transcription', 'ECK2777 transcription']
G6928_TRANSCRIPTION	ydiY transcription	['ydiY transcription', 'b1722 transcription', 'ECK1720 transcription']
EG10702_TRANSCRIPTION	pgi transcription	['pgi transcription', 'b4025 transcription', 'ECK4017 transcription']
EG11708_TRANSCRIPTION	glvG transcription	['glvG transcription', 'yidM transcription', 'b3681 transcription', 'ECK3673 transcription']
EG11431_TRANSCRIPTION	yfeC transcription	['yfeC transcription', 'b2398 transcription', 'ECK2392 transcription']
EG30049_TRANSCRIPTION	leuT transcription	['leuT transcription', 'b3798 transcription', 'ECK3791 transcription']
G6549_TRANSCRIPTION	ymdA transcription	['ymdA transcription', 'b1044 transcription', 'ECK1030 transcription']
EG10688_TRANSCRIPTION	pck transcription	['pck transcription', 'pckA transcription', 'b3403 transcription', 'ECK3390 transcription']
G6752_TRANSCRIPTION	ydcT transcription	['ydcT transcription', 'b1441 transcription', 'ECK1435 transcription']
EG30033_TRANSCRIPTION	gltU transcription	['gltU transcription', 'tgtC transcription', 'b3757 transcription', 'ECK3751 transcription']
EG12634_TRANSCRIPTION	cas3 transcription	['cas3 transcription', 'ygcB transcription', 'b2761 transcription', 'ECK2756 transcription']
G0-16640_TRANSCRIPTION	ytiA transcription	['ytiA transcription', 'b4715 transcription', 'ECK4572 transcription']
EG10576_TRANSCRIPTION	mdh transcription	['mdh transcription', 'b3236 transcription', 'ECK3225 transcription']
EG10016_TRANSCRIPTION	garL transcription	['garL transcription', 'yhaF transcription', 'b3126 transcription', 'ECK3114 transcription']
G6936_TRANSCRIPTION	cedA transcription	['cedA transcription', 'ydjP transcription', 'b1731 transcription', 'ECK1729 transcription']
EG30015_TRANSCRIPTION	argV transcription	['argV transcription', 'argValpha transcription', 'b2694 transcription', 'ECK2689 transcription']
EG12119_TRANSCRIPTION	ychJ transcription	['ychJ transcription', 'b1233 transcription', 'ECK1228 transcription']
EG10374_TRANSCRIPTION	ggt transcription	['ggt transcription', 'b3447 transcription', 'ECK3431 transcription']
EG12347_TRANSCRIPTION	tcyN transcription	['tcyN transcription', 'yecC transcription', 'b1917 transcription', 'ECK1916 transcription']
EG30105_TRANSCRIPTION	trpT transcription	['trpT transcription', 'su7 transcription', 'su8 transcription', 'su9 transcription', 'supU transcription', 'supV transcription', 'b3761 transcription', 'ECK3755 transcription']
G7430_TRANSCRIPTION	casA transcription	['casA transcription', 'ygcL transcription', 'cse1 transcription', 'b2760 transcription', 'ECK2755 transcription']
EG11662_TRANSCRIPTION	yedK transcription	['yedK transcription', 'yedG transcription', 'b1931 transcription', 'ECK1930 transcription']
EG10368_TRANSCRIPTION	epd transcription	['epd transcription', 'gapB transcription', 'gap2 transcription', 'b2927 transcription', 'ECK2923 transcription']
G6721_TRANSCRIPTION	paaY transcription	['paaY transcription', 'ydbZ transcription', 'b1400 transcription', 'ECK1397 transcription']
G6444_TRANSCRIPTION	rcdA transcription	['rcdA transcription', 'ybjK transcription', 'b0846 transcription', 'ECK0836 transcription']
EG30062_TRANSCRIPTION	metZ transcription	['metZ transcription', 'metZalpha transcription', 'b2814 transcription', 'ECK2810 transcription']
G7604_TRANSCRIPTION	ygjP transcription	['ygjP transcription', 'b3085 transcription', 'ECK3075 transcription']
EG10367_TRANSCRIPTION	gapA transcription	['gapA transcription', 'gad transcription', 'gap1 transcription', 'b1779 transcription', 'ECK1777 transcription']
EG10295_TRANSCRIPTION	fepC transcription	['fepC transcription', 'b0588 transcription', 'ECK0581 transcription']
EG30046_TRANSCRIPTION	ileX transcription	['ileX transcription', 'b3069 transcription', 'ECK3059 transcription']
G7427_TRANSCRIPTION	casD transcription	['casD transcription', 'ygcI transcription', 'cas5e transcription', 'b2757 transcription', 'ECK2752 transcription']
G7152_TRANSCRIPTION	yfaP transcription	['yfaP transcription', 'b2225 transcription', 'ECK2218 transcription']
EG10283_TRANSCRIPTION	fbp transcription	['fbp transcription', 'fdp transcription', 'b4232 transcription', 'ECK4227 transcription']
EG12419_TRANSCRIPTION	gatY transcription	['gatY transcription', 'yegF transcription', 'b2096 transcription', 'ECK2089 transcription']
EG20044_TRANSCRIPTION	dctA transcription	['dctA transcription', 'b3528 transcription', 'ECK3513 transcription']
EG30030_TRANSCRIPTION	glnW transcription	['glnW transcription', 'glnU-beta transcription', 'glnUbeta transcription', 'b0668 transcription', 'ECK0658 transcription']
G6844_TRANSCRIPTION	ynfD transcription	['ynfD transcription', 'b1586 transcription', 'ECK1581 transcription']
EG10258_TRANSCRIPTION	eno transcription	['eno transcription', 'b2779 transcription', 'ECK2773 transcription']
G6429_TRANSCRIPTION	gsiA transcription	['gsiA transcription', 'yliA transcription', 'b0829 transcription', 'ECK0819 transcription']
EG30012_TRANSCRIPTION	alaX transcription	['alaX transcription', 'alaWbeta transcription', 'b2396 transcription', 'ECK2390 transcription']
EG11250_TRANSCRIPTION	chpS transcription	['chpS transcription', 'chpBI transcription', 'yjfB transcription', 'b4224 transcription', 'ECK4220 transcription']
G6469_TRANSCRIPTION	ycaP transcription	['ycaP transcription', 'b0906 transcription', 'ECK0897 transcription']
EG11162_TRANSCRIPTION	fumE transcription	['fumE transcription', 'yggD transcription', 'b2929 transcription', 'ECK2925 transcription']
EG12253_TRANSCRIPTION	kdgK transcription	['kdgK transcription', 'yhjI transcription', 'b3526 transcription', 'ECK3511 transcription']
G6391_TRANSCRIPTION	lysZ transcription	['lysZ transcription', 'b0748 transcription', 'ECK0737 transcription']
EG12865_TRANSCRIPTION	ydcH transcription	['ydcH transcription', 'b1426 transcription', 'ECK1419 transcription']
EG12304_TRANSCRIPTION	sapD transcription	['sapD transcription', 'trkE transcription', 'b1291 transcription', 'ECK1286 transcription']
G7947_TRANSCRIPTION	yjjQ transcription	['yjjQ transcription', 'b4365 transcription', 'ECK4355 transcription']
EG30102_TRANSCRIPTION	thrU transcription	['thrU transcription', 'b3976 transcription', 'ECK3967 transcription']
G0-9121_TRANSCRIPTION	yoeB transcription	['yoeB transcription', 'b4539 transcription', 'ECK2011 transcription']
EG11999_TRANSCRIPTION	yehM transcription	['yehM transcription', 'yehO transcription', 'yehN transcription', 'b2120 transcription', 'ECK2112 transcription']
EG11733_TRANSCRIPTION	yieP transcription	['yieP transcription', 'b3755 transcription', 'ECK3749 transcription']
EG10971_TRANSCRIPTION	srlD transcription	['srlD transcription', 'gutD transcription', 'b2705 transcription', 'ECK2700 transcription']
EG30059_TRANSCRIPTION	metU transcription	['metU transcription', 'metT-beta transcription', 'metTbeta transcription', 'b0666 transcription', 'ECK0657 transcription']
EG11659_TRANSCRIPTION	yedD transcription	['yedD transcription', 'b1928 transcription', 'ECK1927 transcription']
G6266_TRANSCRIPTION	fetA transcription	['fetA transcription', 'ybbL transcription', 'b0490 transcription', 'ECK0484 transcription']
G7656_TRANSCRIPTION	obgE transcription	['obgE transcription', 'yhbZ transcription', 'cgtA transcription', 'obg transcription', 'b3183 transcription', 'ECK3172 transcription']
EG30043_TRANSCRIPTION	ileT transcription	['ileT transcription', 'tilA transcription', 'b3852 transcription', 'ECK3844 transcription']
EG12844_TRANSCRIPTION	yefM transcription	['yefM transcription', 'b2017 transcription', 'ECK2012 transcription']
G7471_TRANSCRIPTION	ygeG transcription	['ygeG transcription', 'b2851 transcription', 'ECK2849 transcription']
G7467_TRANSCRIPTION	yqeI transcription	['yqeI transcription', 'b2847 transcription', 'ECK2845 transcription']
EG10700_TRANSCRIPTION	pfkB transcription	['pfkB transcription', 'b1723 transcription', 'ECK1721 transcription']
EG30025_TRANSCRIPTION	aspV transcription	['aspV transcription', 'b0216 transcription', 'ECK0216 transcription']
G7025_TRANSCRIPTION	yecM transcription	['yecM transcription', 'yecL transcription', 'b1875 transcription', 'ECK1876 transcription']
EG12078_TRANSCRIPTION	nikD transcription	['nikD transcription', 'hydD transcription', 'hydC transcription', 'b3479 transcription', 'ECK3463 transcription']
EG11356_TRANSCRIPTION	fliZ transcription	['fliZ transcription', 'yedH transcription', 'b1921 transcription', 'ECK1920 transcription']
EG30009_TRANSCRIPTION	alaU transcription	['alaU transcription', 'talD transcription', 'b3276 transcription', 'ECK3263 transcription']
G7428_TRANSCRIPTION	casC transcription	['casC transcription', 'ygcJ transcription', 'cse4 transcription', 'cas7 transcription', 'b2758 transcription', 'ECK2753 transcription']
G6809_TRANSCRIPTION	yneG transcription	['yneG transcription', 'b1523 transcription', 'ECK1516 transcription']
EG12151_TRANSCRIPTION	cobT transcription	['cobT transcription', 'b1991 transcription', 'ECK1986 transcription']
G7919_TRANSCRIPTION	nanS transcription	['nanS transcription', 'yjhS transcription', 'b4309 transcription', 'ECK4300 transcription']
EG31117_TRANSCRIPTION	metW transcription	['metW transcription', 'b2815 transcription', 'ECK2811 transcription']
G6371_TRANSCRIPTION	chiQ transcription	['chiQ transcription', 'ybfN transcription', 'b0682 transcription', 'ECK0670 transcription']
EG10713_TRANSCRIPTION	phnC transcription	['phnC transcription', 'b4106 transcription', 'ECK4099 transcription']
EG10128_TRANSCRIPTION	btuD transcription	['btuD transcription', 'b1709 transcription', 'ECK1707 transcription']
EG30096_TRANSCRIPTION	serW transcription	['serW transcription', 'b0883 transcription', 'ECK0874 transcription']
EG11244_TRANSCRIPTION	yggE transcription	['yggE transcription', 'b2922 transcription', 'ECK2918 transcription']
EG12605_TRANSCRIPTION	yacL transcription	['yacL transcription', 'b0119 transcription', 'ECK0118 transcription']
EG13238_TRANSCRIPTION	cobU transcription	['cobU transcription', 'b1993 transcription', 'ECK1988 transcription']
G6718_TRANSCRIPTION	paaJ transcription	['paaJ transcription', 'ydbW transcription', 'b1397 transcription', 'ECK1394 transcription']
EG30056_TRANSCRIPTION	lysV transcription	['lysV transcription', 'supN transcription', 'b2404 transcription', 'ECK2398 transcription']
EG11903_TRANSCRIPTION	yijF transcription	['yijF transcription', 'b3944 transcription', 'ECK3936 transcription']
EG12837_TRANSCRIPTION	yhdZ transcription	['yhdZ transcription', 'b3271 transcription', 'ECK3258 transcription']
EG10130_TRANSCRIPTION	btuR transcription	['btuR transcription', 'cobA transcription', 'b1270 transcription', 'ECK1264 transcription']
EG30040_TRANSCRIPTION	glyX transcription	['glyX transcription', 'glyVbeta transcription', 'b4164 transcription', 'ECK4160 transcription']
G6334_TRANSCRIPTION	uspG transcription	['uspG transcription', 'UP12 transcription', 'yzzU transcription', 'ybdQ transcription', 'b0607 transcription', 'ECK0601 transcription']
EG11537_TRANSCRIPTION	yceH transcription	['yceH transcription', 'b1067 transcription', 'ECK1052 transcription']
G6349_TRANSCRIPTION	cobC transcription	['cobC transcription', 'phpB transcription', 'b0638 transcription', 'ECK0631 transcription']
EG20049_TRANSCRIPTION	dgoA transcription	['dgoA transcription', 'b3692 (obsolete) transcription', 'yidU transcription', 'b4477 transcription', 'ECK3685 transcription']
EG30022_TRANSCRIPTION	asnV transcription	['asnV transcription', 'b1989 transcription', 'ECK1984 transcription']
G7870_TRANSCRIPTION	ytfI transcription	['ytfI transcription', 'b4215 transcription', 'ECK4211 transcription']
EG12010_TRANSCRIPTION	yehX transcription	['yehX transcription', 'b2129 transcription', 'ECK2122 transcription']
