Frame ID	Name	Gene	Location	Modified form	Comments
AAS-MONOMER	2-acylglycerophosphoethanolamine acyltransferase / acyl-ACP synthetase	EG11679	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ABC-MONOMER	L-methionine / D-methionine ABC transporter - ATP binding subunit	EG11621	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ABGT-MONOMER	p-aminobenzoyl glutamate:H+ symporter	EG12853	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ACETATEKINA-MONOMER	acetate kinase	EG10027	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACETOLACTSYNIII-HCHAIN-MONOMER	IlvH	EG10499	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACETOLACTSYNIII-ICHAIN-MONOMER	IlvI	EG10500	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACETYL-COA-ACETYLTRANSFER-MONOMER	AtoB	EG11672	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACETYLGLUTKIN-MONOMER	acetylglutamate kinase monomer	EG10064	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACETYLORNDEACET-MONOMER	ArgE	EG11286	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACETYLORNTRANSAM-MONOMER	ArgD	EG10066	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACNEULY-MONOMER	NanA	EG10637	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACONITASE-MONOMER	aconitate hydratase 1	EG11325	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACONITATEDEHYDRB-MONOMER	bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	EG12316	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
ACPSUB-MONOMER	citrate lyase, acyl carrier &gamma; subunit	G6343	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACRB-MONOMER	AcrB RND-type permease	EG11704	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ACRD-MONOMER	AcrAD-TolC multidrug efflux transport system - permease subunit	EG10014	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ACRF-MONOMER	AcrEF-TolC multidrug efflux transport system - permease subunit	EG10267	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ACS-MONOMER	acetyl-CoA synthetase (AMP-forming)	EG11448	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACSERLYA-MONOMER	CysK	EG10192	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
ACSERLYB-MONOMER	CysM	EG10193	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ACYLCOADEHYDROG-MONOMER	acyl-CoA dehydrogenase	G6105	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ACYLCOASYN-MONOMER	FadD	EG11530	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ADCLY-MONOMER	pabC	EG11493	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ADENODEAMIN-MONOMER	adenosine deaminase	EG10030	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ADENPRIBOSYLTRAN-MONOMER	adenine phosphoribosyltransferase	EG10051	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
ADENYL-KIN-MONOMER	adenylate kinase	EG10032	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ADENYLATECYC-MONOMER	adenylate cyclase	EG10170	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ADENYLOSUCCINATE-SYN-MONOMER	PurA	EG10790	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ADENYLYLSULFKIN-MONOMER	CysC	EG10185	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ADHC-MONOMER	FrmA	EG50010	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ADHE-MONOMER	AdhE	EG10031	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
ADHP-MONOMER	ethanol dehydrogenase / alcohol dehydrogenase	G6775	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AERGLYC3PDEHYDROG-MONOMER	GlpD	EG10394	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Lopez Campistrous 2005.
AGAA-MONOMER	predicted truncated N-acetylgalactosamine-6-phosphate deacetylase	EG12766	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AGAB-MONOMER	AgaB	EG12769	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AGAC-MONOMER	AgaC	EG12770	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
AGAD-MONOMER	AgaD	G7635	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
AGAX-MONOMER	AgaX	EG12322	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AGMATIN-MONOMER	SpeB	EG10960	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AICARTRANSIMPCYCLO-CPLX	AICAR transformylase / IMP cyclohydrolase	EG10795	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
AIRS-MONOMER	PurM	EG10798	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
AKBLIG-MONOMER	Kbl	EG10512	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ALARACEBIOSYN-MONOMER	alanine racemase 1, PLP-binding, biosynthetic	EG10001	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ALARACECAT-MONOMER	DadX	EG11408	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ALAS-MONOMER	alanyl-tRNA synthetase	EG10034	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ALDDEHYDROGB-MONOMER	AldB	EG12292	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ALDHDEHYDROG-MONOMER	&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase	EG10036	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ALDOSE1EPIM-MONOMER	galactose-1-epimerase	EG11698	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
ALKAPHOSPHA-MONOMER	PhoA	EG10727	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
ALPHA-AMYL-CYTO-MONOMER	&alpha;-amylase	EG11387	"[""CCO-CYTOSOL""]"	[]	Localization generated from unambiguous Ecocyc data.
ALPHA-AMYL-PERI-MONOMER	&alpha;-amylase	EG11316	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
ALPHACOMP-MONOMER	sulfite reductase, flavoprotein subunit	EG10191	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ALPHAGALACTOSID-MONOMER	&alpha;-galactosidase monomer	EG10577	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ALTRO-OXIDOREDUCT-MONOMER	altronate oxidoreductase	EG11065	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ALTRODEHYDRAT-MONOMER	D-altronate dehydratase	EG12734	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AMINEOXID-MONOMER	TynA	EG13139	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
AMP-NUCLEOSID-MONOMER	Amn	EG10039	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AMPG-MONOMER	muropeptide:H+ symporter	EG12183	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
AMTB-MONOMER	AmtB	EG11821	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
AMYLOMALT-MONOMER	amylomaltase	EG10561	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ANGLYC3PDEHYDROGSUBUNITA-MONOMER	glycerol-3-phosphate dehydrogenase (anaerobic), large subunit	EG10391	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ANGLYC3PDEHYDROGSUBUNITB-MONOMER	glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit	EG10392	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ANGLYC3PDEHYDROGSUBUNITC-MONOMER	glycerol-3-phosphate dehydrogenase (anaerobic), small subunit	EG10393	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ANSA-MONOMER	AnsA	EG10045	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ANSB-MONOMER	AnsB	EG10046	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
ANSP-MONOMER	L-asparagine transporter	G6764	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ANTHRANSYNCOMPI-MONOMER	anthranilate synthase component I	EG11028	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ANTHRANSYNCOMPII-MONOMER	anthranilate synthase component II	EG11027	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
APHA-MONOMER	acid phosphatase/phosphotransferase monomer	EG11934	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
APPA-MONOMER	AppA	EG10049	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
APPB-MONOMER	cytochrome bd-II terminal oxidase subunit II	EG11379	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
APPC-MONOMER	cytochrome bd-II terminal oxidase subunit I	EG11380	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
AQPZ-MONOMER	AqpZ	EG13270	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARABISOM-MONOMER	L-arabinose isomerase monomer	EG10052	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ARAE-MONOMER	arabinose:H+ symporter	EG10056	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARAF-MONOMER	arabinose ABC transporter - periplasmic binding protein	EG10057	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
ARAG-MONOMER	arabinose ABC transporter -  ATP binding subunit	EG10058	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARAH-MONOMER	arabinose ABC transporter - membrane subunit	EG10059	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARAJ-MONOMER	putative arabinose efflux transporter	EG10060	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARCA-MONOMER	ArcA transcriptional dual regulator	EG10061	"[""CCO-CYTOSOL""]"	"[""PHOSPHO-ARCA""]"	Location information from Han 2011.
ARCB-MONOMER	ArcB sensory histidine kinase	EG10062	"[""CCO-PM-BAC-NEG""]"	"[""PHOSPHO-ARCB717"", ""PHOSPHO-ARCB-ASP"", ""PHOSPHO-ARCB-HIS""]"	Location information from Han 2011.
ARCD-MONOMER	ArcD APC transporter	G6861	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARGDECARBOXBIO-MONOMER	SpeA	EG10959	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
ARGDECARBOXDEG-MONOMER	Adi	EG11501	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ARGS-MONOMER	arginyl-tRNA synthetase	EG10071	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ARGSUCCINLYA-MONOMER	argininosuccinate lyase	EG11223	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ARGSUCCINSYN-MONOMER	ArgG	EG10068	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ARGSUCCTRAN-MONOMER	arginine succinyltransferase	G6943	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ARGT-MONOMER	lysine / arginine / ornithine ABC transporter - periplasmic binding protein	EG10072	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
AROA-MONOMER	3-phosphoshikimate-1-carboxyvinyltransferase	EG10073	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AROB-MONOMER	3-dehydroquinate synthase	EG10074	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AROC-MONOMER	AroC	EG10075	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AROD-MONOMER	AroD	EG10076	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
AROE-MONOMER	shikimate dehydrogenase	EG10077	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AROF-MONOMER	AroF	EG10078	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AROG-MONOMER	AroG	EG10079	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
AROH-MONOMER	AroH	EG10080	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AROK-MONOMER	shikimate kinase I	EG10081	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AROL-MONOMER	shikimate kinase II	EG10082	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
AROP-MONOMER	aromatic amino acid:H+ symporter AroP	EG10084	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARSF-MONOMER	ArsB	EG12236	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARTI-MONOMER	arginine ABC transporter - uncharacterised subunit	EG11625	"[""CCO-PERI-BAC""]"	[]	Location information from Lopez Campistrous 2005.
ARTJ-MONOMER	arginine ABC transporter - periplasmic binding protein	EG11628	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
ARTM-MONOMER	arginine ABC transporter - membrane subunit	EG11627	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARTP-MONOMER	arginine ABC transporter - ATP binding subunit	EG11624	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Lopez Campistrous 2005.
ARTQ-MONOMER	arginine ABC transporter - membrane subunit	EG11626	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ARYLSULFAT-MONOMER	arylsulfatase	EG10089	"[""CCO-PERI-BAC""]"	[]	Location information from Han 2011.
ASCF-MONOMER	AscF	EG10086	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ASL-MONOMER	adenylosuccinate lyase	EG11314	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
ASNS-MONOMER	asparaginyl-tRNA synthetase	EG10094	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ASNSYNA-MONOMER	AsnA	EG10091	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ASNSYNB-MONOMER	AsnB	EG10092	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER	Asd	EG10088	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
ASPAMINOTRANS-MONOMER	AspC	EG10096	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.Location manually re-set.
ASPARTASE-MONOMER	AspA	EG10095	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ASPCARBCAT-MONOMER	aspartate carbamoyltransferase, PyrB subunit	EG10805	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
ASPCARBREG-MONOMER	aspartate carbamoyltransferase, PyrI subunit	EG10811	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Lopez Campistrous 2005.
ASPDECARBOX-MONOMER	PanD proenzyme, &pi; protein	EG11747	"[""CCO-CYTOSOL""]"	"[""MONOMER0-1843"", ""MONOMER0-1842""]"	Location information from Han 2011.
ASPKINIHOMOSERDEHYDROGI-MONOMER	ThrA	EG10998	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ASPKINIIHOMOSERDEHYDROGII-MONOMER	MetL	EG10590	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ASPKINIII-MONOMER	LysC	EG10550	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ASPS-MONOMER	aspartyl-tRNA synthetase	EG10097	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ATOA-MONOMER	acetyl-CoA:acetoacetyl-CoA transferase, &beta; subunit	EG11670	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ATOC-MONOMER	AtoC transcriptional activator; Az protein inhibitor of ODC	EG11668	"[""CCO-CYTOSOL""]"	"[""PHOSPHO-ATOC""]"	Location information from Han 2011.
ATOD-MONOMER	acetyl-CoA:acetoacetyl-CoA transferase, &alpha; subunit	EG11669	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ATOS-MONOMER	AtoS	EG11667	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ATPA-MONOMER	ATP synthase F1 complex - alpha subunit	EG10098	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Lopez Campistrous 2005.
ATPB-MONOMER	ATP synthase F0 complex - a subunit	EG10099	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ATPC-MONOMER	ATP synthase F1 complex - epsilon subunit	EG10100	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ATPD-MONOMER	ATP synthase F1 complex - beta subunit	EG10101	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Lopez Campistrous 2005.
ATPE-MONOMER	AtpE	EG10102	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ATPF-MONOMER	ATP synthase F0 complex - b subunit	EG10103	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
ATPG-MONOMER	ATP synthase F1 complex - gamma subunit	EG10104	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ATPH-MONOMER	ATP synthase F1 complex - delta subunit	EG10105	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
ATPPHOSRIBOSTRANS-MONOMER	HisG	EG10449	"[""CCO-CYTOSOL""]"	[]	Location information from Lopez Campistrous 2005.
B0070-MONOMER	sugar / lactose efflux transporter SetA	EG11754	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B0260-MONOMER	S-methyl-L-methionine transporter	G6135	"[""CCO-PM-BAC-NEG""]"	[]	Localization generated from unambiguous Ecocyc data.
B0270-MONOMER	YagG GPH Transporter	G6142	"[""CCO-PM-BAC-NEG""]"	[]	Localization generated from unambiguous Ecocyc data.
B0427-MONOMER	YajR MFS transporter	G6241	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B0486-MONOMER	YbaT APC transporter	G6262	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B0511-MONOMER	YbbW NCS1 Transporter	G6280	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B0612-MONOMER	citrate:succinate antiporter	G6338	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B0709-MONOMER	dipeptide:H+ symporter DtpD	G6378	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B0752-MONOMER	Zn2+ / Cd2+ / Ni2+ / Cu2+ efflux transporter ZitB	G6393	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B0770-MONOMER	YbhI DASS Transporter	G6400	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B0899-MONOMER	predicted protein	G7400	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
B1006-MONOMER	predicted xanthine/uracil transporter	G6517	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1065-MONOMER	YceL MFS transporter	G6559	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1296-MONOMER	putrescine:H+ symporter PuuP	G6643	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1433-MONOMER	predicted benzoate transporter	G6744	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1543-MONOMER	predicted transporter	G6817	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1596-MONOMER	predicted transport protein YnfM	G6854	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1599-MONOMER	spermidine efflux transporter - MdtI subunit	G6857	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1600-MONOMER	spermidine efflux transporter - MdtJ subunit	G6858	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1634-MONOMER	tripeptide / dipeptide:H+ symporter	G6877	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1657-MONOMER	YdhP	G6893	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1690-MONOMER	predicted transporter	G6916	"[""CCO-PM-BAC-NEG""]"	[]	Localization generated from unambiguous Ecocyc data.
B1691-MONOMER	uncharacterised inner membrane protein YdiN	G6917	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1775-MONOMER	predicted transporter	G6962	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1791-MONOMER	putative amino acid/amine MFS transporter	G6977	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B1828-MONOMER	predicted transporter	G7004	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2075-MONOMER	MdtABC-TolC multidrug efflux transport system - membrane subunit	G7114	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2076-MONOMER	MdtABC-TolC multidrug efflux transport system - membrane subunit	G7115	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2077-MONOMER	predicted transport protein MdtD	EG12136	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2098-MONOMER	YegT MFS transporter	G7130	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2170-MONOMER	sugar / lactose efflux transporter SetB	EG12034	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2246-MONOMER	predicted transporter	G7159	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2322-MONOMER	predicted transport protein YfcJ	G7198	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2372-MONOMER	YfdV AEC Transporter	G7235	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2740-MONOMER	YgbN Gnt transporter	G7421	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2771-MONOMER	YgcS MFS transporter	G7437	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2775-MONOMER	YqcE MFS transporter	EG13174	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2789-MONOMER	galactarate / glucarate / glycerate:H+ symporter GudP	G7447	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2845-MONOMER	YqeG STP transporter	G7465	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B2975-MONOMER	glycolate / lactate:H+ symporter	G7542	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B3659-MONOMER	inner membrane protein SetC - putative arabinose efflux protein	EG11687	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
B4141-MONOMER	YjeH  APC transporter	G7833	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
BADH-MONOMER	BetB	EG10110	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
BAER-MONOMER	BaeR transcriptional regulator	EG11618	"[""CCO-CYTOSOL""]"	"[""PHOSPHO-BAER""]"	Location information from Han 2011.
BAES-MONOMER	BaeS sensory histidine kinase	EG11617	"[""CCO-PM-BAC-NEG""]"	"[""PHOSPHO-BAES""]"	Location information from Han 2011.
BARA-MONOMER	BarA sensory histidine kinase	EG11367	"[""CCO-PM-BAC-NEG""]"	"[""MONOMER0-4210"", ""PHOSPHO-BARA-ASP"", ""PHOSPHO-BARA-HIS""]"	Location information from Han 2011.
BASR-MONOMER	BasR transcriptional regulator	EG11615	"[""CCO-CYTOSOL""]"	"[""PHOSPHO-BASR""]"	Location information from Han 2011.
BASS-MONOMER	BasS sensory histidine kinase	EG11614	"[""CCO-PM-BAC-NEG""]"	"[""PHOSPHO-BASS""]"	Location information from Han 2011.
BCCP-MONOMER	biotin carboxyl carrier protein	EG10275	"[""CCO-CYTOSOL""]"	"[""BCCP-BIOTIN""]"	Location information from Lopez Campistrous 2005.
BCR-MONOMER	multidrug efflux transporter Bcr	EG11419	"[""CCO-PM-BAC-NEG""]"	[]	Location information from Han 2011.
BETA-GLUCURONID-MONOMER	&beta;-D-glucuronidase	EG11055	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
BETACOMP-MONOMER	sulfite reductase, hemoprotein subunit	EG10190	"[""CCO-CYTOSOL""]"	[]	Location information from Han 2011.
