Gene names,Protein IDs,num_of_neighbors,aromaticities,instabilities,mass,pI,flexabilities,gravies,seq_len,average_neigh_mass,average_neigh_len,average_neigh_pI,Total_precent_disorder,Total_no_of_disordered_regions_greater_than_30_amino_acids,Total_no_of_disordered_regions_greater_than_50_amino_acids,number_of_disordered_segments,mean_neigh_disorder,helix,turn,sheet,A_NEnd,C_NEnd,D_NEnd,E_NEnd,F_NEnd,G_NEnd,H_NEnd,I_NEnd,K_NEnd,L_NEnd,M_NEnd,N_NEnd,P_NEnd,Q_NEnd,R_NEnd,S_NEnd,T_NEnd,V_NEnd,Y_NEnd,A_NEnd_PC5,C_NEnd_PC5,D_NEnd_PC5,R_NEnd_PC5,T_NEnd_PC5,NM1,NM2,NM3,CM1,is_single_node,gravies_over_node_connectivity,flexibilities_over_node_connectivity,pI_over_node_connectivity,mass_over_node_connectivity,instabilities_over_node_connectivity,Total_precent_disorder_over_node_connectivity,helix_over_node_connectivity,turn_over_node_connectivity,sheet_over_node_connectivity,seq_len_over_node_connectivity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label,half_life
yecD,P0ADI7,12,0.069148936,56.46494681,20451.9784,5.371765137,0.997316906,-0.031382979,188,43770.85169,393.9166667,5.546478271,7.446,0,0,2,0.080389253,0.313829787,0.223404255,0.308510638,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.002414075,0.076716685,0.413212703,1573.229108,4.343457447,0.572769231,0.024140753,0.017184943,0.023731588,14.46153846,0.21194771,-0.08844313,0.2322602,0.11893285,-0.01132506,0.025657387,0.06693976,0.07926078,-0.22820485,-0.004130682,0.119593516,-0.032973014,-0.17456403,-0.09428527,-0.18494985,0.033232205,0.012350167,0.39077166,-0.11131438,-0.11345182,0.012632466,0.102860816,-0.07823102,-0.015490883,-0.11535162,-0.22661173,0.27075437,-0.07483978,-0.19682984,0.03841501,-0.5056425,0.04371583,-0.0821774,0.11556044,0.19769965,0.21607871,0.39253613,-0.029839683,-0.08930003,0.29431912,0.24131884,0.1650141,0.05201632,0.097549856,0.36256617,-0.16806227,-0.30420405,-0.1216915,-0.010711695,0.07635606,0.2221858,-0.16834491,0.016785376,-0.24495071,0.012854436,-0.021922125,0.4960487,0.08217871,-0.12715939,0.20134035,0.1215407,0.26561812,-0.1756036,0.29537103,0.10303483,-0.41173005,0.010608977,-0.3356329,-0.26913753,-0.009191901,0.03895253,0.07965029,0.65568036,-0.0673542,-0.26357394,-0.2066204,0.16750425,0.1180678,-0.11657743,-0.1932318,0.014872949,0.14888322,-0.26929653,-0.013501997,0.16154559,0.15883303,0.014153181,-0.07121495,0.1524871,0.05373086,-0.039466728,0.11325505,0.15069862,0.19393946,0.19180676,0.18990968,0.12907825,-0.08204997,-0.09682031,-0.17177047,-0.031704277,-0.11862407,-0.1603236,0.006601748,0.21162128,-0.003636192,0.088734835,0.05114498,0.28513196,0.079448625,-0.0774887,0.15311025,0.05075079,-0.26346093,0.04596452,-0.27076298,-0.16696993,0.21149775,0.22991738,-0.024631878,0.007167707,0.061287403,-0.089846976,0.13096608,-0.016753064,0.1843041,-0.1803201,-0.048618503,2,inf
bisC,P20099,8,0.096525097,31.23733591,85849.6589,5.581604004,0.997663597,-0.299356499,777,60183.76558,549.375,6.171569824,9.137,0,0,5,0.080546075,0.281853282,0.248391248,0.276705277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,-0.033261833,0.110851511,0.620178223,9538.850989,3.470815101,1.015222222,0.031317031,0.027599028,0.030745031,86.33333333,0.13567987,0.043619428,0.44329453,-0.19990659,-0.16655807,0.010948359,0.26530614,0.017142216,-0.119287536,-0.08633467,0.18562312,0.033818223,-0.24491705,-0.11675558,-0.14815693,-0.051712677,-0.08168398,0.26251638,-0.20585798,0.05448107,0.002847735,-0.12684947,-0.12394627,-0.026467636,-0.09282526,-0.25343767,0.13407256,-0.2705187,-0.19381872,-0.29444414,-0.22029608,0.045573425,-0.040916815,0.16090283,0.05033276,0.18384527,-0.18832141,-0.001576999,0.031905316,0.31521577,-0.10031402,-0.04333648,0.26125672,-0.22102644,0.1596687,-0.035204615,-0.24141146,-0.13267227,-0.20656243,0.045299556,0.22760196,0.12233778,0.07734285,-0.1572896,0.03639415,-0.23700474,0.36229903,0.10129887,-0.15251715,0.11477573,0.005454934,0.12308861,0.15815222,-0.062294766,0.049437955,-0.36215404,-0.21161518,-0.000554205,-0.05378825,0.058308665,-0.000235352,-0.108062275,0.16397877,-0.08735293,0.104273744,0.23918083,-0.008206913,0.08019004,-0.11581251,-0.15406358,0.14602391,-0.025113676,-0.33782285,-0.05805821,-0.007269774,-0.060136877,-0.047363427,-0.23559654,0.018085785,0.119642556,-0.009245996,0.20235045,0.21083991,0.113175094,0.028792663,0.3635194,0.2714435,0.23314045,-0.299754,-0.21976894,-0.021496905,-0.29271537,-0.23439175,-0.001688581,0.15896244,0.31420985,-0.15086865,0.16069794,0.3109613,0.07798356,-0.07544598,0.25050536,0.22867991,-0.48297727,-0.10636948,-0.004802727,-0.1155396,-0.08179928,0.048268747,-0.36146656,0.11612892,0.21942145,0.12116594,0.33090922,-0.22603393,0.14311244,-0.10989711,-0.14871177,2,inf
yedJ,P46144,3,0.077922078,36.63290043,25903.9699,5.887268066,0.996290594,-0.270995671,231,86462.37867,785.6666667,6.449401855,19.04,0,0,3,0.080610946,0.277056277,0.125541126,0.341991342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.067748918,0.249072649,1.471817017,6475.992475,9.158225108,4.76,0.069264069,0.031385281,0.085497835,57.75,-0.06709959,0.18015938,0.24100012,0.003163594,-0.026832514,0.050539926,0.11049086,0.013641902,0.023700098,0.06914674,0.004053857,-0.044228397,0.031510536,0.038646095,0.25598332,0.037843466,0.002566908,0.057572372,-0.052106023,-0.07140466,-0.08761987,0.015773857,-0.000627999,-0.050393958,0.23872934,-0.053957134,0.008787027,-0.23703548,-0.06481439,-0.2723519,-0.13740358,-0.09070599,0.08582375,0.19217768,0.10054279,-0.006399413,0.07328176,-0.0608367,0.018382942,0.19078559,0.111115165,-0.002700949,0.06642418,-0.13399184,0.08965313,0.022251064,-0.17423604,-0.066748336,-0.024924727,0.004510291,0.1613828,0.09189765,-0.07518116,-0.05385617,-0.079767264,0.028601082,0.11636269,0.10229392,-0.070720665,-0.17470813,0.032888204,0.029070957,-0.01579318,-0.08651268,0.033558745,0.035847463,0.011048329,-0.12930603,-0.01068971,-0.07721458,-0.028160457,-0.019059947,0.09414982,-0.17759018,-0.006416636,-0.12643571,0.10530376,-0.01933194,-0.072150715,-0.3188097,0.117860034,-0.009627051,-0.10727187,-0.084320284,0.051312655,-0.056446515,0.11319722,0.049569376,0.060979076,0.006896494,-0.09989926,-0.027608393,0.2146028,0.08624262,0.11646852,0.22229633,0.027898392,0.15873444,-0.11734243,-0.08904309,0.011875466,-0.19410175,0.007158387,0.10641574,0.11093889,-0.007767926,-0.020315193,-0.04868271,0.21890204,-0.042632256,-0.041854046,0.24479331,0.23285905,-0.18213308,-0.17504017,-0.020731397,-0.039202824,0.005667415,0.18849124,-0.35955545,-0.04642765,0.18256669,0.08805573,0.18598293,-0.14739175,-0.006385203,0.065897875,0.02651849,0,241.7007519
gltD,P09832,27,0.074152542,40.3029661,52014.7104,5.536560059,1.002983493,-0.313347458,472,66518.44423,604.1851852,5.393473307,10.8,0,0,6,0.080671857,0.277542373,0.235169492,0.258474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.011190981,0.035820839,0.197734288,1857.668229,1.439391646,0.385714286,0.009912228,0.00839891,0.009231235,16.85714286,0.19803263,0.18987346,0.1895096,0.3622407,0.2789915,-0.008158595,0.11168245,0.15119606,-0.100503065,0.19170228,0.11542648,0.10833764,0.014281604,0.16846205,0.006160809,-0.10874328,-0.028168669,0.18521982,-0.001515215,-0.036601905,-0.10043286,0.14735837,0.001867032,-0.33693013,-0.13745664,-0.093271,-0.24031197,-0.22518378,0.01908436,-0.26064435,-0.12271242,-0.034829237,-0.1952657,0.48372486,0.11529772,0.15681748,0.33955285,-0.09635733,0.26293626,0.22980407,0.32763484,0.24953686,0.10583403,0.056398105,0.3919215,-0.06805184,-0.39078048,-0.101995416,0.04671933,-0.06566171,0.32281876,-0.278338,0.059037786,-0.2598151,0.171466,0.39853218,-0.20077585,0.45082295,0.2915288,-0.33692756,0.040569272,0.052971713,-0.20027527,0.131982,0.009938204,0.030091183,0.072113745,-0.04155905,-0.16353826,0.2596387,0.11579167,0.20230399,0.19791424,-0.3274798,-0.15932186,-0.40209335,0.045472585,0.045419946,-0.10823181,-0.20788118,-0.036267087,-0.1598256,-0.28591755,-0.09628693,0.14157,-0.039379634,0.06014265,0.18653752,-0.06726106,0.15348876,0.16280828,-0.02642233,0.2758807,-0.020752896,0.27592146,0.38728565,0.17553623,0.13061945,-0.14830321,0.08584083,0.05707477,0.023822146,-0.02932844,0.06293929,0.010113701,-0.11162519,0.19101742,-0.18559767,0.267839,-0.23683581,-0.05201941,0.14114644,0.16563354,-0.16710009,-0.24614738,0.07068295,-0.13822207,0.17506042,-0.107432224,-0.1300512,0.020918438,0.27480334,0.09318067,0.14213063,-0.16029146,0.10099976,0.08821385,0.18677662,2,217.3425936
eda,P0A955,33,0.056338028,30.16478873,22283.7565,5.568786621,0.996993581,0.322065728,213,48748.81012,443.5757576,5.691123269,11.26,0,0,2,0.080748736,0.319248826,0.220657277,0.338028169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.009472521,0.029323341,0.163787842,655.4046029,0.887199669,0.331176471,0.009389671,0.00648992,0.009942005,6.264705882,0.19429868,-0.029640416,0.3143569,-0.04499062,0.008020215,0.112938926,0.2528163,0.20986195,0.045427013,-0.21432291,0.14518625,0.07250525,-0.021255126,-0.25146103,0.16868907,-0.08656743,-0.078980096,0.23466957,-0.16658199,0.2265801,0.01408033,-0.04138953,-0.074844174,-0.42680067,0.17321955,-0.20041512,-0.13977404,-0.14499307,-0.17241085,-0.5165363,-0.18958533,-0.10202032,-0.15758711,0.101230584,0.17230785,0.12787428,-0.28075644,0.11584943,-0.3835748,0.18945262,0.10785274,-0.16301627,0.376259,0.054715876,0.16865823,0.102054566,-0.26248097,0.1061208,-0.124617085,-0.070302814,0.0786184,0.2505148,-0.11695323,-0.4037213,-0.07998958,0.19702709,-0.007725806,0.1582829,0.084843785,-0.021362906,-0.032741193,0.025487468,0.08500556,-0.07606013,-0.007976086,-0.25521713,-0.09624783,-0.11084594,0.23386395,-0.06796866,-0.19636428,-0.13177799,0.26933277,-0.4464543,0.19048187,-0.16684832,-0.09589851,0.2235963,0.115869574,0.063783795,0.11792251,0.27255565,-0.28305855,-0.23441909,0.22890818,0.002666915,-0.03230176,-0.16978222,-0.00416252,-0.032626998,-0.14429107,0.372592,-0.013982799,-0.032011475,0.35083458,0.4213459,0.18548699,0.15058354,-0.36738333,-0.023820987,-0.11588391,-0.2802687,-0.03429832,-0.032880332,-0.02794676,0.117739916,-0.27374417,-0.020531617,0.38978016,-0.015673077,-0.01577313,0.29778388,0.11463983,-0.26146084,0.028826807,-0.33644202,0.053048696,0.10896441,-0.105943196,-0.27495557,-0.09180498,0.4740796,0.03645596,0.23492002,-0.40126228,0.13772322,-0.14116734,-0.11374423,2,740.9705814
kdgK,P37647,10,0.080906149,43.00423948,33961.9614,4.922790527,0.999580119,-0.195145631,309,37391.03792,338.9,5.297033691,4.854,0,0,2,0.080849808,0.297734628,0.200647249,0.300970874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.017740512,0.09087092,0.447526412,3087.451036,3.909476317,0.441272727,0.027066784,0.018240659,0.027360989,28.09090909,0.204096,-0.1669674,0.37426072,-0.07792515,-0.001994319,0.029078428,0.42645723,0.16780488,-0.02077718,-0.31989262,0.13313054,0.031836398,-0.13220923,-0.30129036,0.048777837,-0.12578818,-0.11974659,0.22223757,-0.1879814,0.16059443,0.020799423,-0.04029681,-0.2132033,-0.38175756,0.10309556,-0.30665696,-0.12380368,-0.2505479,-0.29946283,-0.45364112,-0.15101932,-0.16694759,-0.07895143,0.063467495,0.24130632,0.17046821,-0.48709363,0.13698414,-0.4052449,0.18129928,-0.07731112,-0.27407074,0.33099535,0.09353347,0.04964087,0.089902036,-0.27026007,0.17305006,-0.2173432,0.021498235,0.062141065,0.229205,-0.07063303,-0.38967738,-0.11363883,0.080286525,0.08558975,0.04916545,0.1625987,0.05280376,-0.059033763,-0.12487601,0.004576529,0.021765083,0.050263874,-0.21536478,-0.20561412,-0.065059446,0.26301843,-0.11670318,-0.19054824,-0.15665005,0.22501136,-0.45612514,0.31829956,-0.109645195,-0.1284476,0.17460166,0.17620377,0.13225444,0.056340914,0.27473223,-0.20703025,-0.14850816,0.26988423,0.06615741,-0.065338165,-0.2581088,-0.01986853,-0.07761001,-0.038125437,0.45993856,-0.012555246,0.028814245,0.33602425,0.3535829,0.22414835,0.13814464,-0.28334418,0.014960657,-0.06605397,-0.29630896,-0.117149144,0.10429055,-0.10057986,0.14558715,-0.29767704,-0.020526513,0.35038254,-0.1914823,-0.065403864,0.3114647,0.06527588,-0.23664363,0.05084434,-0.25240478,0.0961416,-0.027812684,-0.10692819,-0.12955816,-0.0399033,0.29624292,0.10334102,0.19072914,-0.33973485,0.22004862,-0.20029478,-0.18984613,2,inf
ydjF,P77721,1,0.063492063,44.78738095,28261.1414,6.540466309,1.002103028,-0.188888889,252,36133.7499,332,5.737365723,5.158,0,0,2,0.081325301,0.305555556,0.174603175,0.293650794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.094444444,0.501051514,3.270233154,14130.5707,22.39369048,2.579,0.152777778,0.087301587,0.146825397,126,-0.12407191,0.13316336,0.27634272,0.06901881,-0.05109486,-0.08787619,0.23842947,0.035706602,-0.18288916,-0.10443,0.06399794,-0.2174878,-0.05395626,-0.23227003,-0.0826375,-0.089496486,0.061590526,0.141645,-0.13429219,-0.19912922,0.082481064,0.03618488,-0.1548852,0.23993121,0.058894847,-0.12688604,0.14976333,-0.30436584,-0.20847078,-0.11589182,-0.22966492,0.011938383,-0.08981371,0.20666067,0.06235335,0.2986472,0.04657828,0.055047408,0.21942893,0.28340256,0.2512139,0.10879966,0.1990385,-0.001770524,0.15016443,-0.1438318,-0.18303321,-0.14279094,-0.14640282,0.08763132,0.17281091,-0.26686636,-0.049561866,-0.05013056,0.13689734,-0.02148509,0.12575662,0.12529406,-0.2480808,-0.278577,-0.12541738,0.10633612,-0.13167687,-0.004572102,-0.10521266,-0.29208726,-0.100102134,-0.08438652,-0.01799669,-0.015900778,0.18833575,0.12277922,0.11787251,-0.007042253,0.18597192,-0.06931898,0.14413492,0.008621463,-0.081011795,-0.19543247,-0.01590313,0.023179596,-0.27771947,-0.026190499,0.18605117,0.000775205,-0.08491325,-0.017272558,-0.21625249,0.08137669,0.08811201,0.059125643,0.30458558,0.19195697,0.14654124,0.20261616,0.19101878,0.10741284,-0.27337116,-0.24711569,-0.085911065,-0.2680519,0.011598452,0.15603746,0.22107339,0.067016535,0.04191437,0.10923738,0.11235054,-0.15803765,-0.18701476,-0.01077447,0.18639405,-0.20104133,-0.17438655,0.005721585,-0.18917793,0.04540173,-0.07165578,-0.2575218,0.11168669,-0.07719399,0.16891077,0.20333986,0.14675142,0.22021446,-0.12162931,-0.02171609,2,inf
nrdF,P37146,24,0.122257053,35.05269592,36442.7927,4.66619873,0.999403955,-0.254858934,319,53277.43773,477.9583333,6.049438477,6.269,0,0,2,0.081335542,0.335423197,0.21630094,0.307210031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.010194357,0.039976158,0.186647949,1457.711708,1.402107837,0.25076,0.013416928,0.008652038,0.012288401,12.76,0.06279616,-0.041980192,0.41849333,-0.00391912,0.16485961,0.04847004,-0.2446622,0.101614475,-0.16126892,0.003607928,0.040277693,-0.13880067,-0.18186471,-0.1290469,-0.113986835,0.054065805,0.23464987,0.054241426,-0.024096373,0.023833744,-0.06125771,-0.090582915,0.058801714,0.12151929,0.17989978,-0.08259228,0.19718367,-0.08811748,-0.036607906,-0.14155729,-0.12446475,-0.113801524,-0.17911725,0.19397758,0.17993306,0.04000624,0.43246046,-0.24118154,-0.11683934,0.099818334,0.24568185,0.08879839,0.071730465,-0.024312397,-0.016824672,0.073407196,-0.10260292,-0.14388423,0.12308159,-0.100830816,-0.06679652,0.53321594,-0.1009229,0.09941671,-0.24544092,0.32908985,0.37827033,0.25451392,-0.3597113,0.18474585,0.10951598,0.24029192,0.18874031,-0.14755535,0.24368323,-0.24052756,0.023142628,-0.47716245,-0.10745854,-0.089984864,0.277399,-0.005692063,0.52847713,-0.07435946,0.09250004,-0.2849717,-0.105626814,0.057952557,-0.001906833,-0.39048088,-0.001276327,-0.08329629,-0.3519946,0.3143912,0.3478462,-0.006123676,-0.014530268,-0.17839153,0.0565016,0.18980458,-0.36110556,-0.061406266,0.3107457,0.22100192,0.19544281,0.030163366,-0.09357633,0.19097221,-0.20851305,0.013225789,0.13728249,-0.37497777,-0.29251274,-0.004342004,0.11376953,0.11632981,-0.12208841,0.24106742,-0.08757699,0.24959269,-0.006310841,0.40033388,0.08928877,-0.15518758,-0.13191171,-0.16708042,0.0257506,0.09998792,0.41303152,-0.43125418,-0.08565666,-0.12138069,-0.050239593,0.02909412,-0.17757434,0.23951156,-0.12724237,-0.1269643,2,1051.482007
yciO,P0AFR4,7,0.067961165,36.86024272,23211.4959,5.968811035,1.003009911,-0.311165049,206,64421.68129,584.5714286,6.22794887,14.56,0,0,3,0.081622678,0.310679612,0.233009709,0.237864078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.038895631,0.125376239,0.746101379,2901.436987,4.60753034,1.82,0.038834951,0.029126214,0.02973301,25.75,-0.07666287,0.082500175,0.29116154,0.15887418,-0.060457643,0.022751529,0.1940415,-0.15917656,-0.27883825,-0.032090995,0.43069136,-0.022414034,-0.077086076,-0.12943259,0.15397735,-0.22629885,0.08085838,0.33763433,-0.035268724,0.055857275,0.13953474,-0.044954907,0.02824653,0.102874525,0.0860682,-0.23434523,0.06834707,-0.12990311,-0.2623662,-0.28082854,-0.15598364,-0.13251033,-0.03047735,0.07419167,0.16269182,0.113337696,0.18197145,-0.000443522,0.0636582,0.27857056,-0.15079877,-0.33384898,-0.04528857,-0.40757763,0.09848309,0.13406454,-0.08757483,-0.1224378,0.029403737,-0.117612466,0.2356631,-0.11257672,0.1782775,-0.10429155,0.05611986,-0.117652275,0.22981827,0.090549685,0.023850027,0.094746724,0.062167168,0.036309097,0.010515177,-0.08818759,0.12813866,-0.118703686,-0.15190615,-0.03215882,-0.11439479,0.14485362,-0.17403327,-0.08863661,0.17584752,-0.17724332,-0.07919632,-0.07798223,0.30486456,0.019468402,-0.23674662,-0.2010077,0.30591494,0.11459353,-0.002282033,0.19514899,0.22170712,0.1698747,0.084227785,-0.085652314,0.099019274,-0.083359405,-0.068200365,-0.069051385,0.17530644,0.22656079,-0.000724921,0.31591764,0.18407503,0.04807765,-0.054947063,-0.14606874,-0.25718626,0.17231262,-0.074901275,-0.10180838,0.08621171,-0.04205307,0.010826891,-0.06601169,0.100164115,-0.13716748,-0.1564984,0.31806695,0.31734055,-0.43373635,-0.23181163,0.032892294,-0.1722991,-0.039524738,0.3614198,-0.104174815,-0.14007992,0.30064076,0.17234349,-0.07329173,0.019867001,0.11171939,0.11477377,0.13032155,0,252.050371
metN,P30750,19,0.04664723,42.69475219,37787.9287,5.946716309,0.998539386,-0.072011662,343,50898.50216,459.1052632,6.322011847,8.163,0,0,3,0.081623295,0.317784257,0.212827988,0.27696793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.003600583,0.049926969,0.297335815,1889.396435,2.134737609,0.40815,0.015889213,0.010641399,0.013848397,17.15,0.033336867,-0.07900795,0.016533364,-0.225967,-0.050923407,-0.16051844,0.05622705,-0.07854222,-0.08437664,-0.23840816,-0.09690082,0.14288561,-0.24136916,-0.013294237,-0.38937852,0.12431045,-0.28135228,0.331507,-0.023455318,-0.28695688,0.108137555,0.01715177,-0.15517257,0.26515776,-0.08517156,-0.037004344,0.30962634,-0.2527719,-0.5295415,0.2778454,-0.37467632,-0.113034606,0.118985586,0.12498833,0.23777461,0.3183197,0.24175708,-0.04302103,0.00142496,0.20237426,0.000587108,-0.004818254,-0.027968602,-0.004362127,-0.026407266,-0.36774746,-0.15052606,-0.24688336,0.10477909,0.06828786,0.23386364,-0.24696936,-0.000751958,0.003191819,-0.07479883,-0.15385498,0.54648024,0.0665881,-0.12453478,0.22363672,0.03009361,0.09895116,-0.10451505,0.07618358,-0.12347192,-0.19909428,-0.4700473,-0.3970172,0.050332684,-0.12270141,0.25073206,0.004199951,0.4612984,0.010486978,0.008113624,-0.108089365,0.057698645,-0.18928356,-0.08045992,-0.35450208,0.07664086,-0.008121714,-0.23808207,0.153686,0.2151806,0.000264449,0.1739852,0.13861975,0.018442325,0.09518611,0.09705318,0.030127537,0.36298862,0.42117065,0.0761942,0.15121423,0.13742527,-0.037976913,0.070622176,-0.39861467,0.045923404,-0.32918587,-0.33168668,0.5642295,0.26662913,-0.027107295,-0.10942919,0.075394586,0.28994876,-0.25377485,-0.40356183,0.16289683,-0.054475877,-0.26678035,-0.26447725,-0.11018074,-0.16894367,-0.09370171,0.46926668,0.043243695,0.29600906,0.04558068,0.14744121,-0.1090791,0.08503154,0.344541,0.09520368,0.07887658,2,386.9223469
queC,P77756,9,0.086580087,26.73636364,25513.8937,5.68182373,0.994150901,-0.094805195,231,67842.1469,602.4444444,5.924689399,8.225,0,0,3,0.081704168,0.307359307,0.173160173,0.29004329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.009480519,0.09941509,0.568182373,2551.38937,2.673636364,0.8225,0.030735931,0.017316017,0.029004329,23.1,-0.1831159,0.27484462,0.38215324,-0.22646557,-0.21502444,-0.003168972,0.1952196,-0.18270925,-0.16027243,0.19318941,0.14000995,-0.010434733,-0.1007966,0.113987066,0.19231872,0.079928294,-0.15619306,0.072268225,-0.12594926,-0.18238963,-0.06714958,0.024827782,-0.23027354,0.14698932,0.08393245,-0.026730226,0.17710426,-0.49154556,-0.023657383,-0.2642572,-0.16303766,-0.08685109,0.2984705,0.063480705,-0.10520436,0.007790207,0.15399429,-0.09718042,0.3861647,0.43734828,-0.21121618,0.009019818,-0.10695732,-0.355488,0.009025569,-0.19981958,-0.13827233,-0.06947764,0.06277761,0.037933186,0.30328327,0.07146387,0.09327347,0.22805059,-0.071781114,-0.3022678,0.5223737,0.055794746,-0.0817632,-0.15852158,0.088164,0.24469735,0.04361161,-0.33916205,-0.054568283,0.00700691,-0.015786894,0.09907863,-0.00136949,-0.11285899,-0.06879647,-0.1459611,-0.012509041,-0.1534914,-0.27736613,0.023770573,0.39559385,-0.15899584,-0.35176167,-0.4533542,0.14613697,-0.12884897,-0.03424002,-0.13198745,-0.0523253,-0.20834784,0.17600212,0.05516706,0.18631196,0.014789662,-0.05353575,0.003990209,0.22369786,0.14434174,-0.28570625,0.31079245,0.20224507,0.06992237,0.020472802,-0.25709358,0.25075713,-0.29714355,-0.07899987,0.3213059,0.004524568,0.08047914,0.052592576,-0.007574855,0.30061868,-0.012583971,0.08812424,0.30395415,0.55758536,-0.36905214,-0.435,0.27459523,0.00124041,-0.17995672,0.25804535,-0.46054223,0.14190236,0.0885802,0.085634455,0.2968434,-0.17323954,0.004958726,0.12019374,-0.12965567,0,106.0285936
purB,P0AB89,71,0.087719298,32.14824561,51542.1581,5.675231934,0.998559417,-0.243201754,456,45545.1382,413.0140845,5.91357164,5.701,0,0,3,0.081741918,0.328947368,0.186403509,0.293859649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.003377802,0.013868881,0.078822666,715.8633069,0.446503411,0.079180556,0.004568713,0.002588938,0.004081384,6.333333333,0.3453404,-0.02974998,0.17356801,0.24142925,0.040686116,0.001791846,0.08865013,0.01922815,-0.072437964,0.0566917,0.2929504,0.09200348,0.15029079,-0.18887646,0.2745098,-0.09486437,-0.18482403,0.076549396,-0.0341994,0.0577344,-0.011951208,0.13372351,0.04496974,-0.035724577,0.08505047,0.14967167,-0.02802582,-0.27658013,-0.1114706,-0.25425535,0.13871777,-0.1440077,-0.26835725,0.27019307,0.06698876,-0.08074257,0.22643286,-0.29097748,0.08160909,0.27149546,0.02450377,-0.05399354,0.08263296,-0.09845156,0.100472346,-0.23539563,-0.15365437,0.003682083,0.07417719,0.067391686,0.04571165,-0.110315464,0.114466466,-0.20047761,-0.06337385,0.02969987,0.15679312,0.32853886,0.006949164,0.042155884,0.06932444,0.09350337,-0.13511162,-0.07978358,-0.011814922,0.056748185,-0.10890029,-0.08664827,-0.10263385,-0.11744873,0.13816218,-0.08158302,0.31915066,-0.18350792,-0.20272847,-0.20955144,0.40970212,-0.19360209,-0.11882655,-0.41274735,-0.027371433,0.12854527,0.035963,0.08413117,0.104945615,0.064259835,-0.02625674,-0.18726797,0.035789832,-0.1517821,0.12066843,0.05739983,0.16312803,0.04469408,0.034062956,0.2223985,-0.030053915,0.099169075,0.043158274,-0.20080987,-0.2461949,-0.061313264,-0.003221649,0.18223351,0.09939731,-0.19449988,0.07399368,-0.07147157,0.21075946,0.007936562,-0.23620859,0.34072345,0.33593574,-0.03142721,-0.13025893,-0.22347854,-0.007375901,-0.015099464,0.059036996,-0.26842874,-0.276354,0.3350913,0.04339114,-0.17431283,-0.25632593,0.2135368,0.1438774,0.1152413,2,349.158242
