"Object ID"	"Display Name"	"Synonyms"
"DHPDIOXYGEN-MONOMER"	"MhpB"	"[MhpB, 2,3-dihydroxyphenylpropionate/2,3-dihydroxycinnamate 1,2-dioxygenase]"
"AROD-MONOMER"	"AroD"	"[AroD]"
"AROG-MONOMER"	"AroG"	"[AroG, 2-dehydro-3-deoxyphosphoheptonate aldolase]"
"AROH-MONOMER"	"2-dehydro-3-deoxyphosphoheptonate aldolase"	"[2-dehydro-3-deoxyphosphoheptonate aldolase, AroH]"
"AROF-MONOMER"	"AroF"	"[AroF, 2-dehydro-3-deoxyphosphoheptonate aldolase]"
"G7663-MONOMER"	"YrbJ"	"[YrbJ, KdsC, YrbI]"
"KDO-8PSYNTH-MONOMER"	"KdsA"	"[KdsA]"
"EG12345-MONOMER"	"YdfG"	"[YdfG]"
"G6804-MONOMER"	"LsrF"	"[LsrF, YneB]"
"FABZ-MONOMER"	"YaeA"	"[YaeA, SefA, FabZ]"
"3-ISOPROPYLMALISOM-CPLX"	"isopropylmalate isomerase"	"[isopropylmalate isomerase, &alpha;-isopropylmalate isomerase, &alpha;-IPM isomerase, IPMI, 3-isopropylmalate isomerase, 3-carboxy-3-hydroxy-isocaproate isomerase]"
"3-ISOPROPYLMALDEHYDROG-MONOMER"	"LeuB"	"[LeuB]"
"G7858-MONOMER"	"YjfV"	"[YjfV, SgaH, UlaD]"
"FADA-MONOMER"	"OldA"	"[OldA, FadA]"
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER"	"PanB"	"[PanB]"
"EG11396-MONOMER"	"YigY"	"[YigY, YigC, UbiD]"
"3-OXOACYL-ACP-REDUCT-MONOMER"	"FabG"	"[FabG, 3-oxoacyl-[acyl-carrier-protein] reductase subunit]"
"EG11847-MONOMER"	"SquU"	"[SquU, YihU]"
"EG11294-MONOMER"	"Ipk"	"[Ipk, YchB, IspE]"
"PABASYN-CPLX"	""	"[]"
"GABATRANSAM-MONOMER"	"GabT"	"[GabT]"
"DIHYDROPICRED-MONOMER"	"DapB"	"[DapB, DHPR, dihydrodipicolinate reductase]"
"DIHYDRODIPICSYN-MONOMER"	"DapA"	"[DapA, DHDPS, dihydrodipicolinate synthase]"
"PDXA-MONOMER"	"PdxA"	"[PdxA]"
"EG11090-MONOMER"	"Mtn"	"[Mtn, YadA, Pfs]"
"METHYLENETHFREDUCT-MONOMER"	"MetF"	"[MetF]"
"PURK-MONOMER"	"PurK"	"[PurK, purE2 peptide, CO2 subunit, AIR carboxylase]"
"EG10997-MONOMER"	"MnmE"	"[MnmE, TrmE, ThdF, GTPase, involved in modification of U34 in tRNA, 5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmE]"
"EG10375-MONOMER"	"GidA"	"[GidA, MnmG, protein involved in modification of U34 in tRNA, TrmF]"
"CPLX0-7609"	""	"[]"
"G7463-MONOMER"	"YqeE"	"[YqeE, KduI, 5-keto 4-deoxyuronate isomerase]"
"CPLX0-8249"	""	"[]"
"EG10725-MONOMER"	"PhnP"	"[PhnP]"
"CPLX0-3956"	""	"[]"
"EG10873-MONOMER"	"RplL"	"[RplL, 50S ribosomal subunit protein L7/L12]"
"LUMAZINESYN-MONOMER"	"YbaF"	"[YbaF, RibH, RibE]"
"G7431-MONOMER"	"SscR"	"[SscR, YgcM, QueD]"
"6PFK-1-MONOMER"	"PfkA"	"[PfkA]"
"6PFK-2-MONOMER"	"PfkB"	"[PfkB]"
"6PGLUCONDEHYDROG-MONOMER"	"Gnd"	"[Gnd]"
"7-ALPHA-HYDROXYSTEROID-DEH-MONOMER"	"HdhA"	"[HdhA, Hsd, HsdH]"
"G7452-MONOMER"	"YqcD"	"[YqcD, QueF]"
"7KAPSYN-MONOMER"	"BioF"	"[BioF]"
"YJCG-MONOMER"	"YjcG"	"[YjcG, ActP]"
"ACETOACETYL-COA-TRANSFER-CPLX"	""	"[]"
"ACETOLACTSYNII-CPLX"	"AHAS"	"[AHAS, AHAS II, acetohydroxy acid synthase II, acetohydroxybutanoate synthase II, acetolactate synthase II]"
"ACETOLACTSYNI-CPLX"	"acetohydroxybutanoate synthase I"	"[acetohydroxybutanoate synthase I, acetohydroxy-acid synthase I, acetolactate synthase I, AHASI]"
"ACETOLACTSYNIII-CPLX"	"acetolactate synthase III"	"[acetolactate synthase III, acetohydroxy acid synthase III, AHAS III, acetohydroxybutanoate synthase III]"
"ACETYL-COA-ACETYLTRANSFER-MONOMER"	"AtoB"	"[AtoB]"
"ACETYL-COA-CARBOXYLMULTI-CPLX"	""	"[]"
"ACETYL-COA-CARBOXYLTRANSFER-CPLX"	""	"[]"
"ATOD-MONOMER"	"AtoD"	"[AtoD]"
"ATOA-MONOMER"	"AtoA"	"[AtoA]"
"G7234-MONOMER"	"YfdE"	"[YfdE]"
"EG11101-MONOMER"	"YbaC"	"[YbaC, Aes]"
"ACETYLGLUTKIN-MONOMER"	"ArgB"	"[ArgB]"
"ACETYLORNDEACET-MONOMER"	"ArgE"	"[ArgE]"
"APHA-MONOMER"	"HobH"	"[HobH, YjbP, AphA]"
"ACONITASE-MONOMER"	"Acn"	"[Acn, AcnA]"
"EG11315-MONOMER"	"AcuI"	"[AcuI, YhdH]"
"THIOESTERII-MONOMER"	"TesB"	"[TesB]"
"EG11692-MONOMER"	"AdeD"	"[AdeD, Adu, Ade, YicP, cryptic adenine deaminase]"
"ADENPRIBOSYLTRAN-MONOMER"	"Apt"	"[Apt]"
"DAPASYN-MONOMER"	"BioA"	"[BioA]"
"ASL-MONOMER"	"Ade"	"[Ade, PurB]"
"ADENYLOSUCCINATE-SYN-MONOMER"	"AdeK"	"[AdeK, PurA]"
"ADENYLYLSULFKIN-MONOMER"	"CysC"	"[CysC]"
"EG10838-MONOMER"	"HldD"	"[HldD, WaaD, NbsB, HtrM, RfaD]"
"G7740-MONOMER"	"NudE"	"[NudE, YrfE, ADP-sugar pyrophosphorylase]"
"EG12633-MONOMER"	"AspP"	"[AspP, NudF, YqiE, TrgB]"
"FAO-CPLX"	""	"[]"
"AERGLYC3PDEHYDROG-MONOMER"	"GlyD"	"[GlyD, GlpD]"
"AGMATIN-MONOMER"	"SpeB"	"[SpeB]"
"ALARACEBIOSYN-MONOMER"	"Alr"	"[Alr, alanine racemase 1, PLP-binding, biosynthetic, biosynthetic alanine racemase]"
"ALARACECAT-MONOMER"	"DadB"	"[DadB, AlnB, AlnA, DadX, alanine racemase 2, PLP-binding]"
"ALAS-MONOMER"	"Act"	"[Act, LovB, AlaS, ala-act]"
"CPLX0-7805"	"YagTSR"	"[YagTSR, PaoABC]"
"LACTALDDEHYDROG-MONOMER"	"Ald"	"[Ald, AldA]"
"ALDDEHYDROGB-MONOMER"	"YiaX"	"[YiaX, AldB]"
"ADHE-MONOMER"	"AdhC"	"[AdhC, Ana, AdhE]"
"ABC-56-CPLX"	"YcbE/YcbM ABC transporter"	"[YcbE/YcbM ABC transporter, alkanesulfonate ABC transporter]"
"ALKAPHOSPHA-MONOMER"	"PsiA"	"[PsiA, PhoA]"
"CPLX0-245"	""	"[]"
"OPPSYN-MONOMER"	"Cel"	"[Cel, YhbD, IspB]"
"G6285-MONOMER"	"YlbB"	"[YlbB, AllC]"
"G6281-MONOMER"	"YbbX"	"[YbbX, AllB]"
"RIB5PISOMB-MONOMER"	"YjcA"	"[YjcA, AlsI, RpiB]"
"EG11685-MONOMER"	"YicI"	"[YicI]"
"KDGALDOL-MONOMER"	"YhaF"	"[YhaF, GarL]"
"ALPHAGALACTOSID-MONOMER"	"MelA"	"[MelA]"
"PRPPAMIDOTRANS-MONOMER"	"Ade"	"[Ade, PurC, PurF]"
"EG11157-MONOMER"	"YgeA"	"[YgeA]"
"ADCLY-MONOMER"	"PabC"	"[PabC]"
"EG10694-MONOMER"	"PepA"	"[PepA, XerB, CarP]"
"EG12310-MONOMER"	"YfhI"	"[YfhI, PepB]"
"AMTB-MONOMER"	"YbaG"	"[YbaG, AmtB ammonium Amt transporter, AmtB]"
"AMP-NUCLEOSID-MONOMER"	"Amn"	"[Amn]"
"CPLX0-1668"	""	"[]"
"ANGLYC3PDEHYDROG-CPLX"	"G3P dehydrogenase"	"[G3P dehydrogenase, sn-glycerol-3-phosphate:(acceptor) 2-oxidoreductase, glycerol-3-phosphate:menaquinone oxidoreductase]"
"G7413-MONOMER"	"YgaK"	"[YgaK, YgaI, YgaJ, NorV, FlRd, flavorubredoxin]"
"NRDACTMULTI-CPLX"	""	"[]"
"RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER"	"NrdD"	"[NrdD]"
"RNTRACTIV-MONOMER"	"YjgE"	"[YjgE, NrdG]"
"ANTHRANSYN-CPLX"	""	"[]"
"G7348-MONOMER"	"RseB"	"[RseB]"
"EG10571-MONOMER"	"MazE"	"[MazE, ChpR, ChpAI]"
"G7601-MONOMER"	"YgjM"	"[YgjM, HigA, HigA antitoxin of the HigB-HigA toxin-antitoxin system]"
"EG10442-MONOMER"	"HipB"	"[HipB]"
"ABC-2-CPLX"	""	"[]"
"ARGDECARBOXBIO-MONOMER"	"SpeA"	"[SpeA]"
"ARGDECARBOXDEG-MONOMER"	"AdiA"	"[AdiA, Adi]"
"YJDE-MONOMER"	"YjdD"	"[YjdD, YjdE, AdiC]"
"ARGSUCCINSYN-MONOMER"	"ArgG"	"[ArgG]"
"CPLX0-4"	"AaeAB"	"[AaeAB]"
"ARSF-MONOMER"	"ArsF"	"[ArsF, ArsB]"
"G6770-MONOMER"	"NhoA"	"[NhoA, YddI]"
"ASNSYNA-MONOMER"	"AsnA"	"[AsnA]"
"ASNSYNB-MONOMER"	"AsnB"	"[AsnB]"
"ASNS-MONOMER"	"Tss"	"[Tss, Lcs, AsnS, AsnRS]"
"CPLX0-2901"	""	"[]"
"ASPAMINOTRANS-MONOMER"	"AspC"	"[AspC]"
"ASPARTASE-MONOMER"	"AspA"	"[AspA]"
"ASPCARBTRANS-CPLX"	""	"[]"
"ASPCARBCAT-MONOMER"	"PyrB"	"[PyrB]"
"ASPCARBREG-MONOMER"	"PyrI"	"[PyrI]"
"ASPKINIII-MONOMER"	"Apk"	"[Apk, LysC]"
"ASPS-MONOMER"	"Tls"	"[Tls, AspS, AspRS]"
"ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER"	"Dap"	"[Dap, Hom, Asd]"
"SULFITE-REDUCT-CPLX"	""	"[]"
"CPLX0-3957"	""	"[]"
"ATPPHOSRIBOSTRANS-MONOMER"	"HisG"	"[HisG]"
"ATPSYN-CPLX"	"ATP synthase FoF1"	"[ATP synthase FoF1, ATP synthase F1Fo]"
"F-1-CPLX"	""	"[]"
"ATPA-MONOMER"	"UncA"	"[UncA, PapA, AtpA]"
"ATPD-MONOMER"	"UncD"	"[UncD, PapB, AtpD, ATP synthase F<sub>1</sub> complex - beta subunit]"
"F-O-CPLX"	""	"[]"
"ATPF-MONOMER"	"UncF"	"[UncF, PapF, AtpF, B chain, ATP synthase F<sub>o</sub> complex - b subunit]"
"ATPE-MONOMER"	"UncE"	"[UncE, PapH, AtpE, dicyclohexylcarbodiimide-binding protein, ATP synthase F<sub>0</sub> complex - subunit c]"
"EG10613-MONOMER"	"MsbA"	"[MsbA]"
"EG10156-MONOMER"	"LopD"	"[LopD, ATP-binding component of serine protease, ClpA]"
"EG10159-MONOMER"	"LopC"	"[LopC, ClpX]"
"EG10158-MONOMER"	"LopP"	"[LopP, heat shock protein F21.5, ClpP]"
"EG10837-MONOMER"	"MmrA"	"[MmrA, MbrA, DasC, Rep, Rep helicase, a single-stranded DNA-dependent ATPase]"
"G6939-MONOMER"	"Spy"	"[Spy]"
"EG11881-MONOMER"	"HtpI"	"[HtpI, ClpY, HslU, D48.5]"
"ABC-58-CPLX"	"LsrACDB"	"[LsrACDB]"
"CPLX0-2561"	""	"[]"
"EG10113-MONOMER"	"Bfr"	"[Bfr, cytochrome b1]"
"EG10242-MONOMER"	"DnaN"	"[DnaN, DNA polymerase III subunit &beta;]"
"BETAGALACTOSID-MONOMER"	"LacZ"	"[LacZ]"
"BGLF-MONOMER"	"BglS"	"[BglS, BglF]"
"ASCF-MONOMER"	"Sac"	"[Sac, AscF]"
"BETA-GLUCURONID-MONOMER"	"GusA"	"[GusA, GurA, UidA]"
"FABA-MONOMER"	"FabA"	"[FabA, &beta;-hydroxyacyl-ACP dehydratase/isomerase]"
"FABB-MONOMER"	"FabC"	"[FabC, FabB, &beta;-ketoacyl-ACP synthase I]"
"3-OXOACYL-ACP-SYNTHII-MONOMER"	"Vtr"	"[Vtr, Cvc, VtrB, FabJ, FabF, &beta;-ketoacyl-ACP synthase II]"
"FABH-MONOMER"	"FabH"	"[FabH, &beta;-ketoacyl-ACP synthase III]"
"BADH-MONOMER"	"BetB"	"[BetB]"
"DHHB-METHYLTRANSFER-MONOMER"	"PufX"	"[PufX, YfaB, UbiG]"
"FOLD-MONOMER"	"Ads"	"[Ads, FolD]"
"ACONITATEDEHYDRB-MONOMER"	"YacI"	"[YacI, YacJ, AcnB]"
"HMP-P-KIN-MONOMER"	"ThiJ"	"[ThiJ, ThiA, ThiN, ThiD]"
"BCCP-CPLX"	"BCCP"	"[BCCP, AccB]"
"BIOTIN-CARBOXYL-MONOMER"	"AccC"	"[AccC, FabG]"
"BIOTIN-SYN-MONOMER"	"BioB"	"[BioB]"
"ABC-15-CPLX"	"LIV-I transport system"	"[LIV-I transport system]"
"BRANCHED-CHAINAMINOTRANSFER-MONOMER"	"IlvE"	"[IlvE]"
"G7880-MONOMER"	"BdcA"	"[BdcA, YjgI]"
"CARBPSYN-CPLX"	""	"[]"
"EG11447-MONOMER"	"ZfiA"	"[ZfiA, CsrA, pleiotropic regulatory protein for carbon source metabolism, translational dual regulator CsrA]"
"CPLX0-7935"	"C-P lyase core complex"	"[C-P lyase core complex]"
"CARBODEHYDRAT-MONOMER"	"CynT"	"[CynT]"
"EG12319-MONOMER"	"YadF"	"[YadF, Can]"
"G7020-MONOMER"	"CmoA"	"[CmoA, YecO]"
"G6326-MONOMER"	"YbdK"	"[YbdK]"
"G7853-MONOMER"	"YjfP"	"[YjfP]"
"CPLX0-8232"	""	"[]"
"G6988-MONOMER"	"YeaW"	"[YeaW, 2Fe-2S cluster-containing protein]"
"CPLX0-8174"	""	"[]"
"THREDEHYDCAT-MONOMER"	"Tdc"	"[Tdc, TdcB]"
"HYDROPEROXIDII-MONOMER"	"KatE"	"[KatE]"
"EG11878-MONOMER"	"YiiU"	"[YiiU, ZapB]"
"EG12313-MONOMER"	"ZapD"	"[ZapD, YacF]"
"EG12878-MONOMER"	"ZapA"	"[ZapA, YgfE, cell division factor ZapA, localizes to the cytokinetic ring]"
"CPLX0-8125"	""	"[]"
"EG10240-MONOMER"	"GrpC"	"[GrpC, GroP, DnaJ, DnaK co-chaperone Hsp40]"
"EG10461-MONOMER"	"HtpG"	"[HtpG, C62.5, Hsp90, molecular chaperone, HSP90 family]"
"PROTEIN-CHEA"	"CheA"	"[CheA]"
"CHEZ-MONOMER"	"CheZ"	"[CheZ]"
"TAR-CPLX"	"MCP-II signaling complex"	"[MCP-II signaling complex]"
"TAP-CPLX"	"MCP-IV chemotaxis signaling complex"	"[MCP-IV chemotaxis signaling complex]"
"TRG-CPLX"	"MCP-III signaling complex"	"[MCP-III signaling complex]"
"TSR-CPLX"	"MCP-I signaling complex"	"[MCP-I signaling complex]"
"YADQ-MONOMER"	"EriC"	"[EriC, ClcA, YadQ, ClC-ec1]"
"AROC-MONOMER"	"AroC"	"[AroC]"
"CPLX0-7561"	""	"[]"
"EG11723-MONOMER"	"ChrR"	"[ChrR, YieF]"
"EG10618-MONOMER"	"MukB"	"[MukB, cell division protein involved in chromosome partitioning]"
"EG12165-MONOMER"	"KicB"	"[KicB, MukF, Ca<sup>2+</sup>-binding protein involved in chromosome partitioning]"
"ACPSUB-MONOMER"	"YbdX"	"[YbdX, CitD, citrate lyase, acyl carrier &gamma; subunit]"
"CITTRANS-MONOMER"	"YbdV"	"[YbdV, CitF, citrate lyase, citrate-ACP transferase &alpha; subunit, citrate lyase, citrate-acyl carrier protein transferase &alpha; subunit, citrate lyase citrate-acyl carrier protein transferase subunit]"
"CITRYLY-MONOMER"	"YbdW"	"[YbdW, CitE, citrate lyase, citryl-ACP lyase &beta; subunit, citrate lyase citryl-acyl carrier protein lyase subunit]"
"CITLY-CPLX"	"(HS)-citrate lyase"	"[(HS)-citrate lyase, citrate lyase, thiol form, deacetyl-citrate lyase]"
"CITSYN-MONOMER"	"IcdB"	"[IcdB, GltA]"
"CPLX0-3104"	""	"[]"
"CPLX0-3108"	"ATP-dependent endopeptidase Clp"	"[ATP-dependent endopeptidase Clp, ATP-dependent protease Clp]"
"EG10157-MONOMER"	"HtpM"	"[HtpM, ClpB, F84.1, F68.5, E89]"
"CPLX0-3107"	""	"[]"
"EG10978-MONOMER"	"SspB"	"[SspB]"
"COBU-MONOMER"	"CobU"	"[CobU]"
"CPLX0-2221"	""	"[]"
"EG12177-MONOMER"	"CutA"	"[CutA]"
"AMINEOXID-MONOMER"	"MaoA"	"[MaoA, FeaA, TynA]"
"CPLX0-1721"	"CusCFBA"	"[CusCFBA]"
"COPROGENOXI-MONOMER"	"Sec"	"[Sec, PopB, HemF]"
"G7365-MONOMER"	"YfjN"	"[YfjN, RnlA, Std]"
"G6140-MONOMER"	"YagE"	"[YagE]"
"CPLX0-7725"	"Cascade"	"[Cascade]"
"EG12845-MONOMER"	"YgbF"	"[YgbF, Cas2]"
"ABC-23-CPLX"	"PhnCDE"	"[PhnCDE]"
"CTPSYN-MONOMER"	"PyrG"	"[PyrG]"
"CPLX-3945"	""	"[]"
"EG12193-MONOMER"	"CbpA"	"[CbpA, chaperone with DnaK; curved DNA-binding protein]"
"CYANLY-MONOMER"	"Cnt"	"[Cnt, CyaN, CynS]"
"G7314-MONOMER"	"PdeF"	"[PdeF, YfgF]"
"EG11666-MONOMER"	"MoaC"	"[MoaC]"
"CFA-MONOMER"	"Cfa"	"[Cfa, CdfA]"
"CYSTATHIONINE-BETA-LYASE-MONOMER"	"MetC"	"[MetC]"
"G7325-MONOMER"	"NuvC"	"[NuvC, YzzO, YfhO, IscS]"
"G7454-MONOMER"	"YgdJ"	"[YgdJ, CsdA]"
"ACSERLYB-MONOMER"	"CysM"	"[CysM]"
"CYSSYNMULTI-CPLX"	""	"[]"
"CPLX0-8152"	""	"[]"
"CYTIDEAM-MONOMER"	"Cdd"	"[Cdd]"
"CYT-D-UBIOX-CPLX"	"ubiquinol oxidase (electrogenic, non H<sup>+</sup> transporting)"	"[ubiquinol oxidase (electrogenic, non H<sup>+</sup> transporting), cytochrome <i>d</i> complex, cytochrome <i>bd</i> complex, cytochrome <i>d</i> ubiquinol oxidase complex, cytochrome <i>b558-d</i> complex, ubiquinol:oxygen oxidoreductase]"
"APP-UBIOX-CPLX"	"CbdAB"	"[CbdAB, AppCB]"
"CYT-O-UBIOX-CPLX"	"ubiquinol oxidase (H<sup>+</sup>-transporting)"	"[ubiquinol oxidase (H<sup>+</sup>-transporting), cytochrome <i>bo</i> ubiquinol oxidase, cytochrome <i>o</i> ubiquinol oxidase, ubiquinol:oxygen oxidoreductase, cytochrome b562-o complex, cytochrome <i>bo<sub>3</sub></i>, cytochrome <i>bo</i><sub>3</sub> terminal oxidase]"
"CYTDEAM-MONOMER"	"CodA"	"[CodA]"
"DALADALALIGB-MONOMER"	"Ddl"	"[Ddl, DdlB]"
"EG10201-MONOMER"	"Pfv"	"[Pfv, DacA, PBP5, penicillin-binding protein 5, murein D,D-carboxypeptidase DacA, D-alanine carboxypeptidase IA]"
"EG10203-MONOMER"	"DacC"	"[DacC, penicillin-binding protein 6, PBP6, murein DD-carboxypeptidase, PBP6a]"
"ABC-42-CPLX"	""	"[]"
"DALADEHYDROGA-MONOMER"	"DadR"	"[DadR, DadA]"
"EG11852-MONOMER"	"Dtd"	"[Dtd, YihZ, D-Tyr-tRNA<sup>Tyr</sup> deacylase]"
"EG10973-MONOMER"	"SrlQ"	"[SrlQ, GutQ]"
"G7662-MONOMER"	"KdsD"	"[KdsD, YrbH]"
"DCYSDESULF-MONOMER"	"YedO"	"[YedO, DcyD]"
"ERYTH4PDEHYDROG-MONOMER"	"GapB"	"[GapB, Gap2, Epd]"
"ABC-18-CPLX"	"MglBAC"	"[MglBAC, MglP]"
"GLUCONOKINII-MONOMER"	"GntK"	"[GntK]"
"DLACTDEHYDROGNAD-MONOMER"	"HtpH"	"[HtpH, HslI, HslF, LdhA, D-lactate dehydrogenase - fermentative]"
"EG10817-MONOMER"	"RbsP"	"[RbsP, RbsD]"
"G6106-MONOMER"	"YafI"	"[YafI, TfrA, GmhA, LpcA]"
"G7185-MONOMER"	"YfbR"	"[YfbR]"
"DCTP-DEAM-MONOMER"	"Dus"	"[Dus, PaxA, Dcd]"
"PHOSPHO-DCUR-MONOMER"	"YjdG"	"[YjdG, DcuR]"
"CPLX0-2381"	""	"[]"
"DUTP-PYROP-MONOMER"	"Sof"	"[Sof, DnaS, Dut]"
"EG11835-MONOMER"	"YihI"	"[YihI, GAP-like protein that activates GTPase activity of Der]"
"DETHIOBIOTIN-SYN-MONOMER"	"BioD"	"[BioD]"
"DGTPTRIPHYDRO-MONOMER"	"Dgt"	"[Dgt, OptA]"
"DIACYLGLYKIN-MONOMER"	"DgkA"	"[DgkA]"
"DIAMINOPIMDECARB-MONOMER"	"LysA"	"[LysA]"
"DIAMINOPIMEPIM-MONOMER"	"DapF"	"[DapF]"
"G6673-MONOMER"	"DgcM"	"[DgcM, YdaM]"
"EG11643-MONOMER"	"DgcZ"	"[DgcZ, YdeG, YdeH]"
"G6784-MONOMER"	"DgcO"	"[DgcO, YddV, DosC]"
"E2O-MONOMER"	"E2(o) subunit"	"[E2(o) subunit, SucB]"
"H2NEOPTERINALDOL-MONOMER"	"YgiG"	"[YgiG, FolB]"
"H2NTPEPIM-MONOMER"	"FolX"	"[FolX]"
"DIHYDROOROT-MONOMER"	"PyrC"	"[PyrC]"
"H2PTEROATESYNTH-MONOMER"	"DhpS"	"[DhpS, FolP]"
"DIHYDROXYACIDDEHYDRAT-MONOMER"	"IlvD"	"[IlvD]"
"CPLX0-2081"	"DHAK"	"[DHAK, DHA kinase]"
"EG12399-MONOMER"	"DhaM"	"[DhaM, DhaH, YcgC, PtsD]"
"DIMESULFREDUCT-CPLX"	"DMSO/TMAO reductase"	"[DMSO/TMAO reductase, menaquinol:dimethyl sulfoxide oxidoreductase]"
"CPLX0-7787"	"DinJ/Q"	"[DinJ/Q]"
"ABC-8-CPLX"	"DppABCDF"	"[DppABCDF]"
"G7194-MONOMER"	"YfcG"	"[YfcG, GST N1-1]"
"G7553-MONOMER"	"YghU"	"[YghU, GST N2-2]"
"G7530-MONOMER"	"YggV"	"[YggV, RdgB]"
"ABC-54-CPLX"	""	"[]"
"G6306-MONOMER"	"YbcP"	"[YbcP, RusA, Rus, DLP12 prophage; endodeoxyribonuclease RUS (Holliday junction resolvase)]"
"G6303-MONOMER"	"YbcN"	"[YbcN]"
"CPLX0-2425"	"Topoisomerase II"	"[Topoisomerase II]"
"EG10245-MONOMER"	"DnaZ"	"[DnaZ, DnaX, DNA elongation factor III]"
"CPLX0-2361"	""	"[]"
"CPLX0-3803"	""	"[]"
"CPLX0-3801"	""	"[]"
"CPLX0-7910"	""	"[]"
"CPLX0-3925"	"Pol V"	"[Pol V]"
"EG11111-MONOMER"	"YbjA"	"[YbjA, CspH, CspD]"
"CPLX0-2424"	"Topo IV"	"[Topo IV]"
"EG10686-MONOMER"	"ParC"	"[ParC, DNA topoisomerase 4 subunit A]"
"EG10466-MONOMER"	"HupA"	"[HupA, transcriptional dual regulator HU-&alpha; (HU-2)]"
"G6088-MONOMER"	"CaiF"	"[CaiF]"
"PD00221"	"RhaS"	"[RhaS]"
"EG11236-MONOMER"	"PdeL"	"[PdeL, YahA]"
"PD00242"	"AraC"	"[AraC]"
"EG10490-MONOMER"	"ArgP"	"[ArgP, IciA]"
"PD00194"	"XerA"	"[XerA, ArgR]"
"PD00250"	"AsnC"	"[AsnC]"
"PD00521"	"Shl"	"[Shl, FruC, FruR, Cra]"
"PD00257"	"GurB"	"[GurB, Csm, Cap, Crp]"
"CPLX0-7708"	""	"[]"
"PD00232"	"positive transcriptional regulator for cysteine regulon"	"[positive transcriptional regulator for cysteine regulon, CysB]"
"PD00297"	"DsdC"	"[DsdC]"
"PD00196"	"Nbp"	"[Nbp, site-specific DNA inversion stimulation factor, Fis]"
"PD00197"	"OssA"	"[OssA, NirR, NirA, OxrA, Fnr]"
"CPLX0-2021"	"HU"	"[HU, HU&alpha;&beta;]"
"G7924-MONOMER"	"HypT"	"[HypT, QseD, YjiE]"
"PC00027"	"IHF"	"[IHF]"
"PD03938"	"MetR"	"[MetR]"
"MONOMER0-185"	"ModR"	"[ModR, ChlD, ModE-MoO<sub>4</sub><sup>2-</sup>, ModE]"
"G7262-MONOMER"	"YfeT"	"[YfeT, MurR]"
"PROTEIN-NRI"	"GlnT"	"[GlnT, GlnG, NtrC, NtrC response regulator]"
"EG12344-MONOMER"	"YcjB"	"[YcjB, PspF]"
"TORR-MONOMER"	"TorR response regulator"	"[TorR response regulator, TorR]"
"EG12235-MONOMER"	"ArsE"	"[ArsE, ArsR]"
"PD04028"	"CytR"	"[CytR]"
"G6209-MONOMER"	"YaiN"	"[YaiN, FrmR]"
